caseid,Google_Search_Referals,Facebook_Time,Twitter_Time,NG_Site_visits
1150928463,NA,20.333333333333332,0.26666666666666666,264
1150928465,42,140.45,525.0833333333334,774
1150928473,37,NA,NA,168
1150928475,NA,126.53333333333333,7.433333333333334,92
1150928479,19,39.25,NA,101
1150928485,4,NA,NA,25
1150928505,26,NA,NA,9513
1150928507,67,2.9833333333333334,0.4666666666666667,178
1150928515,NA,121.11666666666666,NA,8
1150928521,6,17.566666666666666,NA,409
1150928523,NA,111.85,NA,4
1150928525,NA,72.96666666666667,NA,334
1150928529,1,146.53333333333333,NA,43
1150928531,NA,1482.6833333333334,NA,5312
1150928533,NA,967.8666666666667,17.516666666666666,21
1150928535,13,0.06666666666666667,NA,29
1150928539,45,73.08333333333333,NA,13
1150928541,138,1030.0833333333333,1.9166666666666667,147
1150928549,2,68.25,NA,25
1150928551,41,105.6,17.883333333333333,19
1150928555,NA,103.95,NA,1662
1150928563,7,86.08333333333333,61.45,222
1150928565,214,683.7833333333333,263.8666666666667,399
1150928567,72,4.716666666666667,NA,197
1150928569,8,236.38333333333333,NA,31
1150928587,NA,124.6,NA,241
1150928589,NA,93.4,NA,49
1150928591,38,6.15,4.466666666666667,127
1150928593,18,53.016666666666666,3.5833333333333335,18
1150928595,30,18.1,0.18333333333333332,3
1150928599,80,273.95,0.11666666666666667,152
1150928603,NA,737.4333333333333,1.2833333333333334,151
1150928609,45,478.05,2.5833333333333335,708
1150928613,2,NA,NA,335
1150928621,272,30.566666666666666,1.05,191
1150928635,13,1819.1166666666666,91.33333333333333,98
1150928639,NA,244.76666666666668,NA,265
1150928651,99,515.95,939.2833333333333,229
1150928655,63,3.816666666666667,0.26666666666666666,245
1150928659,70,1.55,10.733333333333333,12
1150928665,NA,102.86666666666666,NA,34
1150928669,3,1219.9333333333334,NA,85
1150928675,NA,67.65,12.75,240
1150928679,1,207.38333333333333,0,481
1150928685,92,129.81666666666666,NA,220
1150928695,NA,29.183333333333334,NA,393
1150928719,NA,197.56666666666666,4.733333333333333,572
1150928727,NA,409.03333333333336,0.3333333333333333,67
1150928731,5,1104.1166666666666,21.65,304
1150928733,1,NA,0.16666666666666666,15
1150928737,NA,715.3,4.416666666666667,851
1150928743,1,66.43333333333334,0.03333333333333333,146
1150928745,NA,1.6,NA,11
1150928751,4,60.81666666666667,NA,NA
1150928753,19,NA,NA,2
1150928757,NA,178.2,0.7833333333333333,408
1150928761,NA,114.2,0.2833333333333333,7
1150928765,55,1203.15,7.266666666666667,168
1150928769,13,35,NA,10
1150928771,NA,170.2,4.316666666666666,266
1150928773,NA,12.316666666666666,NA,22
1150928781,8,78.93333333333334,NA,85
1150928785,NA,3.8,NA,47
1150928789,186,2080.9666666666667,253.05,431
1150928791,11,NA,0.11666666666666667,19
1150928803,NA,3.4,NA,409
1150928807,NA,652.2166666666667,1.4666666666666666,567
1150928811,40,NA,0.13333333333333333,5
1150928815,NA,24.783333333333335,21.216666666666665,34
1150928837,NA,337.1,8.783333333333333,22
1150928839,36,2103.3333333333335,NA,49
1150928845,NA,17.5,NA,57
1150928849,NA,58.6,NA,1
1150928857,220,253.45,10.883333333333333,171
1150928865,NA,0.65,NA,14
1150928879,NA,584.1166666666667,6.3,1344
1150928881,3,NA,NA,NA
1150928883,330,2747.8333333333335,1034.1,191
1150928885,8,133,20.3,45
1150928887,NA,160.5,NA,60
1150928891,NA,3.433333333333333,11.75,191
1150928895,NA,23.383333333333333,NA,56
1150928913,1,123.63333333333334,1,868
1150928917,NA,26.35,NA,114
1150928919,44,1726.8333333333333,482.73333333333335,205
1150928921,7,289.1333333333333,NA,18
1150928923,NA,NA,NA,65
1150928933,NA,NA,NA,3
1150928937,1,160.66666666666666,6.966666666666667,384
1150928949,NA,425.15,5.15,344
1150928951,320,889.6333333333333,0.65,466
1150928955,NA,337.85,8.35,54
1150928961,NA,133.68333333333334,1.8333333333333333,349
1150928967,NA,336.15,NA,111
1150928977,NA,1202.2,NA,42
1150928981,39,175.85,NA,157
1150928985,47,34.9,NA,5
1150928989,658,1211.3333333333333,271.25,2104
1150928999,3,NA,NA,NA
1150929003,42,521.6666666666666,NA,203
1150929007,NA,130.36666666666667,12.55,705
1150929013,NA,206.93333333333334,3.55,2061
1150929017,NA,160.56666666666666,8.883333333333333,83
1150929025,NA,35.083333333333336,NA,11
1150929029,5,NA,NA,NA
1150929043,94,904.1,3.1333333333333333,405
1150929045,NA,39,0.6333333333333333,368
1150929061,NA,155.35,0.8333333333333334,185
1150929063,NA,713.0333333333333,0.5666666666666667,3231
1150929067,5,NA,NA,364
1150929069,NA,584.35,0.9666666666666667,180
1150929071,135,1869.3333333333333,NA,60
1150929073,52,31.75,285.95,97
1150929075,NA,47.5,NA,6
1150929089,57,460.4,2.716666666666667,173
1150929097,42,270.01666666666665,0.6333333333333333,1033
1150929105,2,0.75,NA,3
1150929107,1,77.23333333333333,NA,129
1150929113,NA,132.95,NA,169
1150929127,NA,237.91666666666666,NA,291
1150929129,NA,141.18333333333334,NA,4228
1150929135,85,13.45,2.35,329
1150929145,NA,173.46666666666667,0.8666666666666667,118
1150929153,2,5.816666666666666,1094.1166666666666,674
1150929155,NA,4780.083333333333,NA,311
1150929161,NA,16.033333333333335,NA,30
1150929165,NA,291,163.71666666666667,202
1150929173,NA,278.6333333333333,NA,38
1150929175,NA,465.28333333333336,NA,403
1150929179,NA,202.21666666666667,0.9666666666666667,269
1150929189,NA,37.2,NA,85
1150929195,9,0.016666666666666666,NA,6
1150929199,1,116.23333333333333,3.216666666666667,94
1150929203,2,38.03333333333333,NA,22209
1150929215,1,NA,NA,7
1150929223,NA,3669.0666666666666,NA,116
1150929227,NA,16.783333333333335,NA,8
1150929237,NA,172.7,0.16666666666666666,519
1150929239,24,2.2,NA,8
1150929241,23,NA,5.55,302
1150929249,NA,3129.1833333333334,0.2,239
1150929251,NA,212.76666666666668,NA,668
1150929263,NA,78.45,NA,98
1150929271,NA,76.73333333333333,11.233333333333333,55
1150929273,NA,11.5,NA,124
1150929277,59,92.96666666666667,NA,203
1150929297,NA,135.75,0.5,137
1150929311,NA,960.45,5.833333333333333,1443
1150929313,640,198.3,NA,663
1150929317,NA,38.333333333333336,2.2,334
1150929319,NA,66.53333333333333,NA,504
1150929321,NA,63.55,0.05,20
1150929331,4,17.5,NA,15
1150929337,NA,200.9,6.933333333333334,133
1150929345,NA,2,NA,9
1150929355,NA,576.6166666666667,28.2,358
1150929359,NA,18.883333333333333,0.11666666666666667,97
1150929361,NA,16.283333333333335,0.6833333333333333,25
1150929369,38,35.85,NA,51
1150929371,NA,657.6166666666667,2.1666666666666665,40
1150929373,1,7.183333333333334,11.366666666666667,690
1150929375,NA,129.26666666666668,6.2,490
1150929377,110,589.3666666666667,0.3333333333333333,110
1150929381,4,19.8,4.516666666666667,68
1150929389,NA,45.31666666666667,NA,94
1150929395,NA,32.016666666666666,61.31666666666667,19
1150929403,NA,120.48333333333333,2.5833333333333335,23
1150929411,7,1424.8666666666666,42.516666666666666,99
1150929413,53,15.7,20.4,326
1150929415,49,1075.3333333333333,61.13333333333333,265
1150929417,141,43.96666666666667,0.15,187
1150929419,NA,105.23333333333333,1.7333333333333334,400
1150929425,146,31.633333333333333,NA,52
1150929431,1,35.25,NA,89
1150929439,185,0.06666666666666667,78.78333333333333,255
1150929445,NA,25.15,90.35,472
1150929451,69,23.716666666666665,NA,83
1150929455,1,74.13333333333334,NA,406
1150929463,6,68.66666666666667,14.3,237
1150929469,56,902.6166666666667,4.266666666666667,692
1150929473,NA,134.36666666666667,1.35,54
1150929481,NA,6.4,0.5333333333333333,198
1150929485,467,70.38333333333334,5.633333333333334,172
1150929487,NA,523.7666666666667,1.85,3957
1150929493,248,606.6166666666667,17.266666666666666,764
1150929509,242,320.9,1.7333333333333334,820
1150929515,NA,394.75,1.7,796
1150929517,14,NA,NA,44
1150929525,232,269.8666666666667,6.833333333333333,279
1150929531,NA,58.21666666666667,3.316666666666667,87
1150929533,NA,0.016666666666666666,NA,NA
1150929535,65,NA,NA,2
1150929537,NA,129.45,NA,240
1150929541,71,156.83333333333334,104.61666666666666,1618
1150929559,NA,19.066666666666666,36.05,131
1150929575,NA,137.75,5.483333333333333,75
1150929577,104,189.96666666666667,NA,53
1150929619,364,490,4.433333333333334,395
1150929643,NA,NA,NA,15
1150929651,22,203.91666666666666,NA,33
1150929653,84,NA,NA,38
1150929657,44,51.5,NA,15
1150929665,NA,131.41666666666666,4.316666666666666,1064
1150929681,NA,498.78333333333336,94.9,255
1150929685,62,0.6166666666666667,NA,47
1150929689,3,523.0333333333333,14.766666666666667,641
1150929731,6,123.23333333333333,17.266666666666666,2
1150929733,128,302.23333333333335,0.5,499
1150929735,163,556.0333333333333,7.85,172
1150929739,1,3.033333333333333,8.233333333333333,68
1150929745,24,11.933333333333334,NA,37
1150929751,NA,116.25,0.18333333333333332,19
1150929757,145,71.05,NA,77
1150929763,136,1525.4,NA,65
1150929769,34,284.21666666666664,11.566666666666666,193
1150929775,NA,165.05,NA,148
1150929779,36,100.35,1.9833333333333334,25
1150929781,35,108.73333333333333,NA,41
1150929785,174,362.3666666666667,35.6,2130
1150929799,65,3.6666666666666665,NA,10
1150929837,32,31.616666666666667,1.4,71
1150929839,15,4.1,NA,4
1151615859,1,3419.15,0.7833333333333333,398
1151615863,NA,135.78333333333333,NA,1130
1151615867,143,36.8,NA,22
1151615873,NA,521.8166666666667,38.983333333333334,392
1151615875,NA,26.45,NA,220
1151615881,144,51.06666666666667,NA,80
1151615893,NA,0.08333333333333333,NA,NA
1151615897,17,85.53333333333333,1.6333333333333333,284
1151615901,NA,25.866666666666667,2.0166666666666666,216
1151615903,108,484.3333333333333,NA,229
1151615915,NA,5.05,NA,2
1151615917,NA,64.16666666666667,1.9,384
1151615921,NA,NA,2.4166666666666665,390
1151615933,NA,849.25,NA,538
1151615935,5,1.0833333333333333,NA,4
1151615939,22,51.266666666666666,NA,50
1151615947,NA,320.8333333333333,NA,369
1151615949,NA,267.18333333333334,NA,1503
1151615951,NA,315,79.9,1195
1151615955,33,15.533333333333333,3.9,28
1151615977,NA,2263.8166666666666,NA,50
1151615985,42,4.75,NA,40
1151615993,NA,58.7,5.5,430
1151615997,77,65,NA,321
1151616007,NA,16.633333333333333,NA,8
1151616009,52,19.4,NA,46
1151616011,178,0.5666666666666667,0.8833333333333333,674
1151616019,NA,12.433333333333334,13.5,312
1151616023,113,18.816666666666666,9,1368
1151616025,NA,928.7166666666667,0.26666666666666666,470
1151616041,NA,42.46666666666667,NA,92
1151616045,NA,232.7,0.23333333333333334,842
1151616061,77,404.96666666666664,18.45,97
1151616063,55,152.26666666666668,NA,173
1151616065,53,2995.15,NA,88
1151616073,NA,442.06666666666666,3.0166666666666666,19
1151616083,17,420.5833333333333,NA,92
1151616091,NA,162.63333333333333,10.866666666666667,300
1151616099,NA,511.31666666666666,0.11666666666666667,1268
1151616105,1,847.3333333333334,1.2166666666666666,96
1151616107,165,1.15,NA,145
1151616109,NA,NA,NA,366
1151616111,14,1672.3666666666666,252.75,472
1151616113,36,9.133333333333333,0.36666666666666664,58
1151616125,43,324.96666666666664,0.45,261
1151616131,NA,690.7666666666667,1,169
1151616145,NA,32.016666666666666,0.8833333333333333,217
1151616155,17,18.466666666666665,NA,48
1151616159,284,28.466666666666665,NA,921
1151616163,NA,0.05,NA,3
1151616165,4,232.43333333333334,34.86666666666667,1105
1151616167,NA,31.466666666666665,3.05,43
1151616169,NA,446.45,NA,42
1151616171,NA,33.95,301.8,837
1151616177,617,434.48333333333335,0.16666666666666666,613
1151616187,188,1.3,1.75,1030
1151616189,5,1697.25,19.116666666666667,131
1151616197,NA,775.85,2.283333333333333,650
1151616207,NA,38.916666666666664,1.5,102
1151616219,NA,526.9,1213.8666666666666,605
1151616221,NA,43.95,NA,112
1151616227,28,2710.6833333333334,NA,251
1151616229,106,70.95,0.1,177
1151616243,NA,862.3833333333333,NA,NA
1151616245,126,104.43333333333334,3,157
1151616249,NA,131.6,47.9,532
1151616253,147,21.383333333333333,1.0166666666666666,558
1151616255,132,130.75,13.033333333333333,826
1151616261,545,5461.9,24.1,497
1151616267,87,286.8,24.466666666666665,1116
1151616283,NA,8.483333333333333,NA,96
1151616285,104,20.1,NA,317
1151616287,NA,0.6333333333333333,0.45,168
1151616291,5,0.7833333333333333,NA,1
1151616293,NA,355.25,NA,31
1151616295,61,671.65,NA,74
1151616307,373,352.95,1.7666666666666666,1167
1151616313,NA,117.26666666666667,NA,42
1151616321,98,393.8,2.15,94
1151616327,40,107.26666666666667,NA,83
1151616333,NA,54.45,NA,835
1151616335,6,11.816666666666666,NA,29
1151616349,NA,56.416666666666664,3.7666666666666666,344
1151616351,NA,75.5,NA,164
1151616361,139,397.23333333333335,0.03333333333333333,8447
1151616367,NA,64.46666666666667,NA,51
1151616373,NA,353.1666666666667,13.716666666666667,164
1151616387,NA,103.78333333333333,NA,250
1151616391,18,2.1333333333333333,NA,103
1151616409,141,1954.05,274.6333333333333,273
1151616421,92,396.8333333333333,NA,527
1151616425,124,32.81666666666667,70.23333333333333,406
1151616427,25,NA,NA,43
1151616431,77,60.9,NA,88
1151616433,NA,184.08333333333334,0.03333333333333333,486
1151616435,NA,2.35,NA,6
1151616459,261,1788.3166666666666,8.266666666666667,661
1151616461,NA,132.3,0.85,161
1151616463,NA,370,1.65,83
1151616471,NA,NA,NA,1
1151616475,7,502.1,278.25,618
1151616481,NA,80.41666666666667,16.466666666666665,96
1151616497,5,NA,819.65,181
1151616499,NA,NA,NA,70
1151616501,NA,310.6166666666667,0.2833333333333333,278
1151616523,1,33.61666666666667,NA,30
1151616525,46,2.216666666666667,NA,1
1151616529,NA,1715.25,3.8333333333333335,86
1151616535,4,1116,14.916666666666666,44
1151616541,NA,340.1333333333333,NA,5
1151616547,1,7.916666666666667,NA,29
1151616561,NA,798.55,0.15,125
1151616563,NA,62.7,0.15,46
1151616607,NA,1.1,NA,1
1151616611,23,538.6,0.6833333333333333,6
1151616613,NA,109.8,NA,5
1151616623,NA,4333.616666666667,2.8666666666666667,1003
1151616627,NA,12.066666666666666,3.8,1061
1151616643,1,278.56666666666666,NA,3
1151616645,NA,74.1,NA,40
1151616657,199,239.25,0.18333333333333332,210
1151616667,NA,0.7833333333333333,NA,269
1151616673,17,NA,NA,90
1151616681,NA,9.05,0.2,567
1151616693,NA,2.4,NA,7
1151616701,NA,323.48333333333335,0.11666666666666667,342
1151616709,128,64.43333333333334,NA,441
1151616717,NA,88.88333333333334,3.7333333333333334,664
1151616721,NA,7.783333333333333,1.2333333333333334,21
1151616737,40,33.266666666666666,NA,14
1151616743,2,11.6,NA,3
1151616753,2,NA,NA,1990
1151616757,11,26.15,NA,16388
1151616763,21,77.76666666666667,160.36666666666667,100
1151616779,NA,322.06666666666666,NA,679
1151616787,NA,1421.3333333333333,3.5833333333333335,269
1151616797,NA,11.516666666666667,NA,15
1151616799,NA,12.25,5.766666666666667,311
1151616809,NA,97.93333333333334,NA,14
1151616811,NA,585.1166666666667,0.1,267
1151616821,75,0.06666666666666667,NA,5
1151616825,NA,148.03333333333333,NA,53
1151616827,NA,9.2,NA,11
1151616837,37,39.11666666666667,235.05,329
1151616843,NA,361.71666666666664,7.5,209
1151616849,NA,330.48333333333335,8.416666666666666,125
1151616851,1,1.5,1.5166666666666666,108
1151616855,NA,492.25,NA,12
1151616861,NA,1572.5166666666667,NA,296
1151616875,120,10.933333333333334,NA,391
1151616883,NA,1.2666666666666666,NA,46
1151616899,10,0.6,0.18333333333333332,56
1151616913,NA,17.983333333333334,NA,80
1151616919,140,531.2166666666667,NA,482
1151616921,NA,0.1,NA,1
1151616939,36,295.3666666666667,5.733333333333333,154
1151616947,NA,6.433333333333334,NA,49
1151616955,NA,78.63333333333334,NA,33
1151616967,NA,51.68333333333333,NA,567
1151616969,NA,0.15,NA,81
1151616971,NA,8.55,1.5333333333333334,12
1151616973,NA,480.28333333333336,16.55,1088
1151616977,73,2956.3,2.466666666666667,313
1151616983,NA,649.75,11.316666666666666,129
1151616987,3,663.0333333333333,59.45,350
1151616993,NA,151.03333333333333,NA,19
1151616997,144,172.46666666666667,1536.1833333333334,237
1151617001,2,1085.0333333333333,NA,50
1151617011,223,138.16666666666666,3.033333333333333,131
1151617017,125,811.1166666666667,1.6833333333333333,192
1151617021,25,182.96666666666667,1.95,30
1151617023,NA,6.666666666666667,NA,188
1151617025,NA,1261.4666666666667,20.083333333333332,180
1151617031,185,0.25,NA,336
1151617033,NA,NA,NA,3
1151617037,4,NA,NA,1
1151617039,NA,87.6,NA,494
1151617043,NA,4152.583333333333,2.183333333333333,337
1151617049,NA,119.66666666666667,0.6166666666666667,938
1151617053,NA,176.6,36.63333333333333,402
1151617055,15,18.216666666666665,4.2,476
1151617079,185,207.48333333333332,NA,10
1151617089,11,0.4166666666666667,NA,6
1151617095,46,31.733333333333334,2.6666666666666665,391
1151617105,6,1.5166666666666666,NA,14
1151617113,218,2976.75,2.3333333333333335,926
1151617115,NA,25.2,NA,196
1151617117,21,1.25,NA,31
1151617119,54,154.13333333333333,NA,126
1151617127,31,293.1666666666667,NA,372
1151617151,77,982.3166666666667,16.583333333333332,407
1151617155,NA,NA,NA,1
1151617161,NA,10.916666666666666,NA,4
1151617163,11,NA,NA,179
1151617185,NA,378.1333333333333,1.1333333333333333,225
1151617187,13,69.5,4.033333333333333,120
1151617191,15,30.6,NA,9
1151617209,480,417.5833333333333,1.7666666666666666,1070
1151617213,59,58.45,244.23333333333332,26
1151617217,100,546.8166666666667,2.216666666666667,236
1151617221,4,0.9666666666666667,4.716666666666667,196
1151617223,NA,17.05,5.35,188
1151617227,13,425.5,NA,9
1151617229,205,1877.4166666666667,0.5833333333333334,372
1151617245,NA,485.21666666666664,0.43333333333333335,643
1151617255,34,18,2.35,175
1151617257,2,0.31666666666666665,98.68333333333334,521
1151617269,242,158.75,1.3,601
1151617283,NA,NA,NA,25
1151617307,4,511.3,NA,366
1151617317,124,2.25,NA,232
1151617319,50,74.1,5.566666666666666,1620
1151617323,33,NA,NA,23
1151617327,63,269.53333333333336,NA,73
1151617329,NA,818.3666666666667,0.5333333333333333,91
1151617339,100,464.9,NA,109
1151617345,64,106.31666666666666,2215.3,643
1151617347,NA,323,NA,12
1151617355,NA,541.9166666666666,NA,65
1151617361,NA,54.516666666666666,7.45,305
1151617363,NA,313.93333333333334,2.8666666666666667,1313
1151617383,NA,58.266666666666666,NA,394
1151617401,45,182.05,NA,52
1151617413,NA,170.5,NA,54
1151617423,578,294.8333333333333,4.75,552
1151617427,160,80.13333333333334,206.26666666666668,2684
1151617433,NA,70.68333333333334,NA,1
1151617443,63,89.38333333333334,1.5,21
1151617461,NA,157.6,NA,10
1151617465,NA,9.083333333333334,9.083333333333334,691
1151617467,NA,194.78333333333333,5.9,29
1151617469,NA,10.533333333333333,98.01666666666667,218
1151617485,22,48.333333333333336,NA,219
1151617493,3,NA,NA,NA
1151617509,NA,30.533333333333335,NA,18
1151617521,21,52.11666666666667,NA,53
1151617529,NA,0.25,NA,10
1151617537,NA,31.1,0.7,6
1151617543,NA,135,0.15,419
1151617553,NA,46.25,NA,105
1151617563,31,NA,NA,6
1151617567,NA,26.933333333333334,0.06666666666666667,6
1151617577,37,395.93333333333334,6.666666666666667,620
1151617579,NA,209.03333333333333,NA,196
1151617581,58,1844.4666666666667,1.1333333333333333,89
1151617595,5,29.016666666666666,9.966666666666667,133
1151617609,251,6.383333333333334,32.983333333333334,266
1151617613,183,527.2,557.6333333333333,297
1151617621,37,NA,NA,5
1151617639,154,1131.65,43.96666666666667,430
1151617641,NA,504.46666666666664,0.5,1499
1151617645,129,2629.883333333333,9.633333333333333,134
1151617661,35,695.7666666666667,4.016666666666667,1227
1151617665,NA,203.31666666666666,NA,491
1151617669,NA,0.7666666666666667,NA,26
1151617673,42,12.3,NA,73
1151617681,NA,79.88333333333334,1.7333333333333334,5
1151617693,4,238.63333333333333,NA,73
1151617697,1,122.33333333333333,NA,194
1151617707,1,28.766666666666666,1779.7666666666667,291
1151617745,NA,417.8833333333333,NA,44
1151617755,NA,NA,NA,337
1151617757,9,2249.7,113.53333333333333,730
1151617759,NA,3.75,NA,39
1151617761,NA,320.56666666666666,10.15,159
1151617769,2,117.71666666666667,2.3666666666666667,13
1151617775,NA,10.55,NA,43
1151617785,NA,14.683333333333334,978.5333333333333,197
1151617789,172,1828.3,NA,281
1151617831,29,40.333333333333336,2.3833333333333333,55
1151617835,132,939.8333333333334,8.516666666666667,142
1151617837,1,2455.616666666667,NA,85
1151617841,NA,4.283333333333333,5.533333333333333,NA
1151617843,NA,635.7166666666667,NA,158
1151617855,3,301.25,1.95,188
1151617867,66,207.78333333333333,235.21666666666667,913
1151617871,172,33.18333333333333,NA,28
1151617879,NA,1357.8166666666666,9.716666666666667,362
1151617889,9,NA,32.6,47
1151617891,83,98.56666666666666,NA,221
1151617895,155,NA,1.45,1612
1151617897,NA,0.7833333333333333,NA,76
1151617931,184,NA,NA,245
1151617937,80,117.36666666666666,33.38333333333333,355
1151617939,16,5.5,1.25,1
1151617941,110,227.71666666666667,326.9166666666667,198
1151617943,NA,54.483333333333334,207.26666666666668,54
1151617945,98,1730.9166666666667,28.05,130
1151617949,NA,32.5,1.1,212
1151617955,185,2486.866666666667,33.233333333333334,271
1151617959,NA,71.86666666666666,0.48333333333333334,367
1151617961,NA,618.45,9.983333333333333,806
1151617965,NA,5874.366666666667,6.9,942
1151617973,4,NA,NA,2
1151617981,121,72.43333333333334,3.9,1336
1151617985,21,0.8333333333333334,NA,99
1151617989,NA,1.9666666666666666,NA,89
1151617995,164,316.3333333333333,100.63333333333334,62
1151617999,19,38.95,NA,30
1151618007,NA,279.98333333333335,NA,324
1151618009,NA,286.35,NA,150
1151618023,435,42.31666666666667,69.61666666666666,2547
1151618025,12,NA,NA,584
1151618031,NA,782.85,9,37427
1151618033,NA,7.65,NA,16
1151618045,NA,1.95,206.36666666666667,183
1151618081,51,1346.1333333333334,2.316666666666667,27
1151618093,NA,8.233333333333333,0.1,8
