caseid,totalnewsbinary_All_ref,totalnewscount_All_ref,log_news_All_ref,Average_domain_NewsG_Score_All_ref,Count_Reliable_NewsG_Score_All_ref,Count_Unreliable_NewsG_Score_All_ref,Prop_Reliable_NewsG_Score_All_ref,Prop_Unreliable_NewsG_Score_All_ref
1150928421,1,43,3.7612001156935624,88.98571428571428,1.5563025007672873,0,0.813953488372093,0
1150928431,1,13,2.5649493574615367,84.05555555555556,0.9030899869919435,0.47712125471966244,0.5384615384615384,0.15384615384615385
1150928433,1,40,3.6888794541139363,84.13888888888889,1.5314789170422551,0.6020599913279624,0.825,0.075
1150928437,1,4,1.3862943611198906,85.83333333333333,0.6020599913279624,0,0.75,0
1150928439,1,57,4.04305126783455,93.17647058823529,1.7075701760979363,0.3010299956639812,0.8771929824561403,0.017543859649122806
1150928453,1,48,3.871201010907891,92.29166666666667,1.6901960800285136,0,1,0
1150928455,1,71,4.2626798770413155,84.71428571428571,1.806179973983887,0,0.8873239436619719,0
1150928457,1,268,5.5909869805108565,90.3609756097561,2.311753861055754,0.3010299956639812,0.7611940298507462,0.0037313432835820895
1150928461,1,6,1.791759469228055,87.5,0.47712125471966244,0,0.3333333333333333,0
1150928463,1,55,4.007333185232471,90.75,1.0413926851582251,0,0.18181818181818182,0
1150928465,1,61,4.110873864173311,94.86363636363636,1.7481880270062005,0,0.9016393442622951,0
1150928473,1,4,1.3862943611198906,98.75,0.6989700043360189,0,1,0
1150928475,1,21,3.044522437723423,90,1.3010299956639813,0,0.9047619047619048,0
1150928479,1,3,1.0986122886681098,84.16666666666667,0.6020599913279624,0,1,0
1150928505,1,4,1.3862943611198906,83.33333333333333,0.6020599913279624,0,0.75,0
1150928507,1,8,2.0794415416798357,95.71428571428571,0.9030899869919435,0,0.875,0
1150928515,1,5,1.6094379124341003,100,0.6020599913279624,0,0.6,0
1150928521,1,11,2.3978952727983707,75.66666666666667,0.47712125471966244,0.3010299956639812,0.18181818181818182,0.09090909090909091
1150928523,1,1,0,NaN,0,0,0,0
1150928525,1,37,3.6109179126442243,83.90625,1.4471580313422192,0.7781512503836436,0.7297297297297297,0.13513513513513514
1150928529,1,7,1.9459101490553132,85.5,0.7781512503836436,0,0.7142857142857143,0
1150928531,1,741,6.608000625296087,91.86820652173913,2.8674674878590514,0,0.9932523616734144,0
1150928533,1,2,0.6931471805599453,100,0.3010299956639812,0,0.5,0
1150928535,1,3,1.0986122886681098,89,0.6020599913279624,0,1,0
1150928541,1,52,3.9512437185814275,87.25555555555556,1.6334684555795864,0.6020599913279624,0.8076923076923077,0.057692307692307696
1150928551,1,4,1.3862943611198906,91.875,0.6989700043360189,0,1,0
1150928555,1,186,5.225746673713202,89.95,1.6989700043360187,0.3010299956639812,0.26344086021505375,0.005376344086021506
1150928563,1,4,1.3862943611198906,29.5,0,0.6020599913279624,0,0.75
1150928565,1,60,4.0943445622221,91.6625,1.6127838567197355,0,0.6666666666666666,0
1150928567,1,6,1.791759469228055,96.875,0.6989700043360189,0,0.6666666666666666,0
1150928569,1,1,0,100,0.3010299956639812,0,1,0
1150928587,1,67,4.204692619390966,86.8359375,1.8129133566428555,0,0.9552238805970149,0
1150928589,1,19,2.9444389791664403,90.20833333333333,1.1139433523068367,0,0.631578947368421,0
1150928591,1,1,0,NaN,0,0,0,0
1150928593,1,1,0,100,0.3010299956639812,0,1,0
