caseid,totalnewsbinary_dv_SM_ref,totalnewscount_dv_SM_ref,log_news_dv_SM_ref,Average_domain_NewsG_Score_dv_SM_ref,Count_Reliable_NewsG_Score_dv_SM_ref,Count_Unreliable_NewsG_Score_dv_SM_ref,Prop_Reliable_NewsG_Score_dv_SM_ref,Prop_Unreliable_NewsG_Score_dv_SM_ref
1150928531,1,1580,7.365180126021013,94.85247461928934,3.197831693328903,0,0.9974683544303797,0
1150928533,1,6,1.791759469228055,76.875,0.6020599913279624,0.3010299956639812,0.5,0.16666666666666666
1150928541,1,44,3.784189633918261,88.90243902439025,1.6232492903979006,0,0.9318181818181818,0
1150928549,1,6,1.791759469228055,87.5,0.8450980400142568,0,1,0
1150928551,1,9,2.1972245773362196,86.44444444444444,1,0,1,0
1150928555,1,52,3.9512437185814275,87.5,0.7781512503836436,0,0.09615384615384616,0
1150928563,1,11,2.3978952727983707,32.95454545454545,0.3010299956639812,1.0413926851582251,0.09090909090909091,0.9090909090909091
1150928565,1,5,1.6094379124341003,100,0.3010299956639812,0,0.2,0
1150928569,1,1,0,82.5,0.3010299956639812,0,1,0
1150928587,1,6,1.791759469228055,93.33333333333333,0.6020599913279624,0,0.5,0
1150928589,1,11,2.3978952727983707,89.16666666666667,0.6020599913279624,0,0.2727272727272727,0
1150928593,1,3,1.0986122886681098,87.5,0.47712125471966244,0,0.6666666666666666,0
1150928603,1,125,4.8283137373023015,88.00595238095238,1.9294189257142926,0,0.672,0
1150928609,1,37,3.6109179126442243,92.1774193548387,1.505149978319906,0,0.8378378378378378,0
1150928613,1,1,0,100,0.3010299956639812,0,1,0
1150928621,1,3,1.0986122886681098,90,0.6020599913279624,0,1,0
1150928635,1,8,2.0794415416798357,69.91666666666667,0.6989700043360189,0.47712125471966244,0.5,0.25
1150928639,1,2,0.6931471805599453,91.25,0.47712125471966244,0,1,0
1150928655,1,2,0.6931471805599453,73.5,0.3010299956639812,0.3010299956639812,0.5,0.5
1150928665,1,9,2.1972245773362196,77,0.3010299956639812,0,0.1111111111111111,0
1150928669,1,31,3.4339872044851463,83.18518518518519,1.4471580313422192,0,0.8709677419354839,0
1150928675,1,16,2.772588722239781,NaN,0,0,0,0
1150928679,1,75,4.31748811353631,90.42857142857143,1.8512583487190752,0,0.9333333333333333,0
1150928685,1,20,2.995732273553991,89.47368421052632,1.3010299956639813,0,0.95,0
1150928695,1,70,4.248495242049359,90,1.845098040014257,0,0.9857142857142858,0
1150928719,1,85,4.442651256490317,64.70138888888889,1.7160033436347992,1.3424226808222062,0.6,0.24705882352941178
1150928727,1,39,3.6635616461296463,77.73214285714286,1.3979400086720377,0.6989700043360189,0.6153846153846154,0.10256410256410256
1150928731,1,2,0.6931471805599453,97.5,0.47712125471966244,0,1,0
1150928737,1,61,4.110873864173311,87.35714285714286,1.7481880270062005,0.3010299956639812,0.9016393442622951,0.01639344262295082
1150928743,1,14,2.6390573296152584,89.77272727272727,1.0791812460476249,0,0.7857142857142857,0
1150928757,1,36,3.58351893845611,85.41666666666667,1.462397997898956,0.47712125471966244,0.7777777777777778,0.05555555555555555
1150928761,1,1,0,92.5,0.3010299956639812,0,1,0
1150928765,1,15,2.70805020110221,87.13333333333334,1.1760912590556813,0.3010299956639812,0.9333333333333333,0.06666666666666667
1150928771,1,48,3.871201010907891,90,1.6901960800285136,0,1,0
1150928781,1,1,0,90,0.3010299956639812,0,1,0
1150928789,1,80,4.382026634673881,89.07638888888889,1.845098040014257,0.6020599913279624,0.8625,0.0375
1150928791,1,1,0,100,0.3010299956639812,0,1,0
1150928803,1,1,0,87.5,0.3010299956639812,0,1,0
1150928807,1,191,5.25227342804663,86.09821428571429,1.7323937598229686,0.6020599913279624,0.2774869109947644,0.015706806282722512
1150928839,1,8,2.0794415416798357,95,0.8450980400142568,0,0.75,0
1150928845,1,14,2.6390573296152584,82.04545454545455,1.0791812460476249,0,0.7857142857142857,0
1150928855,1,19,2.9444389791664403,88.47222222222223,1.2787536009528289,0,0.9473684210526315,0
1150928857,1,9,2.1972245773362196,89.9375,0.9542425094393249,0,0.8888888888888888,0
1150928879,1,259,5.556828061699537,88.2905982905983,2.0718820073061255,0,0.4517374517374517,0
1150928883,1,64,4.1588830833596715,91.33962264150944,1.7160033436347992,0.47712125471966244,0.796875,0.03125
1150928885,1,2,0.6931471805599453,87.5,0.3010299956639812,0,0.5,0
1150928887,1,15,2.70805020110221,87.67857142857143,1.1760912590556813,0,0.9333333333333333,0
1150928895,1,1,0,69.5,0.3010299956639812,0,1,0
1150928913,1,137,4.919980925828125,87.0650406504065,2.0755469613925306,0.7781512503836436,0.8613138686131386,0.0364963503649635
1150928917,1,4,1.3862943611198906,63,0.47712125471966244,0.47712125471966244,0.5,0.5
1150928919,1,53,3.970291913552122,76.22093023255815,1.5797835966168101,0.8450980400142568,0.6981132075471698,0.11320754716981132
1150928923,1,2,0.6931471805599453,90,0.47712125471966244,0,1,0
1150928933,1,9,2.1972245773362196,96.66666666666667,1,0,1,0
1150928937,1,127,4.844187086458591,90.75847457627118,2.0755469613925306,0,0.9291338582677166,0
1150928949,1,77,4.343805421853684,84.89655172413794,1.414973347970818,0.6989700043360189,0.3246753246753247,0.05194805194805195
1150928951,1,13,2.5649493574615367,74.92857142857143,0.8450980400142568,0.3010299956639812,0.46153846153846156,0.07692307692307693
1150928955,1,12,2.4849066497880004,90.20833333333333,1.1139433523068367,0,1,0
1150928961,1,17,2.833213344056216,79.75,1.1139433523068367,0,0.7058823529411765,0
1150928967,1,13,2.5649493574615367,90.71428571428571,0.9030899869919435,0,0.5384615384615384,0
1150928981,1,14,2.6390573296152584,83.17857142857143,1.1139433523068367,0.47712125471966244,0.8571428571428571,0.14285714285714285
1150928985,1,3,1.0986122886681098,93.33333333333333,0.6020599913279624,0,1,0
1150928989,1,28,3.332204510175204,70.22222222222223,0.7781512503836436,0.6989700043360189,0.17857142857142858,0.14285714285714285
1150928999,1,1,0,29.5,0,0.3010299956639812,0,1
1150929003,1,17,2.833213344056216,89.16666666666667,1.2041199826559248,0,0.8823529411764706,0
1150929007,1,56,4.02535169073515,76.07,1.6232492903979006,1,0.7321428571428571,0.16071428571428573
1150929013,1,121,4.795790545596741,88.5575221238938,2.0530784434834195,0.3010299956639812,0.9256198347107438,0.008264462809917356
1150929017,1,7,1.9459101490553132,89.5,0.7781512503836436,0,0.7142857142857143,0
1150929025,1,2,0.6931471805599453,88.75,0.47712125471966244,0,1,0
1150929043,1,17,2.833213344056216,97.17647058823529,1.2304489213782739,0.3010299956639812,0.9411764705882353,0.058823529411764705
1150929045,1,25,3.2188758248682006,90,1.414973347970818,0,1,0
1150929061,1,11,2.3978952727983707,72.5,0.9542425094393249,0.47712125471966244,0.7272727272727273,0.18181818181818182
1150929063,1,201,5.303304908059076,82.05,2.2764618041732443,0.47712125471966244,0.9353233830845771,0.009950248756218905
1150929069,1,32,3.4657359027997265,90.0909090909091,1.3424226808222062,0.3010299956639812,0.65625,0.03125
1150929071,1,27,3.295836866004329,42.5,0.47712125471966244,1.146128035678238,0.07407407407407407,0.48148148148148145
1150929073,1,14,2.6390573296152584,93.35714285714286,1.146128035678238,0.3010299956639812,0.9285714285714286,0.07142857142857142
1150929089,1,35,3.5553480614894135,92.72727272727273,1.3617278360175928,0,0.6285714285714286,0
1150929097,1,7,1.9459101490553132,90.625,0.6989700043360189,0,0.5714285714285714,0
1150929113,1,13,2.5649493574615367,88.63636363636364,1.0791812460476249,0,0.8461538461538461,0
1150929127,1,13,2.5649493574615367,72.08333333333333,0.7781512503836436,0.3010299956639812,0.38461538461538464,0.07692307692307693
1150929129,1,37,3.6109179126442243,96.66666666666667,0.6020599913279624,0,0.08108108108108109,0
1150929135,1,3,1.0986122886681098,NaN,0,0,0,0
1150929145,1,8,2.0794415416798357,90,0.9542425094393249,0,1,0
1150929153,1,47,3.8501476017100584,92.92553191489361,1.6720978579357175,0.3010299956639812,0.9787234042553191,0.02127659574468085
1150929155,1,15,2.70805020110221,98.21428571428571,1.1760912590556813,0,0.9333333333333333,0
1150929165,1,25,3.2188758248682006,85.75,0.8450980400142568,0,0.24,0
1150929175,1,88,4.477336814478207,90.19277108433735,1.919078092376074,0.3010299956639812,0.9318181818181818,0.011363636363636364
1150929179,1,55,4.007333185232471,89.33962264150944,1.7323937598229686,0,0.9636363636363636,0
1150929189,1,2,0.6931471805599453,NaN,0,0,0,0
1150929195,1,2,0.6931471805599453,90,0.47712125471966244,0,1,0
1150929223,1,36,3.58351893845611,76.88461538461539,1.414973347970818,0.3010299956639812,0.6944444444444444,0.027777777777777776
1150929237,1,65,4.174387269895637,94.36363636363636,1.7481880270062005,0,0.8461538461538461,0
1150929239,1,10,2.302585092994046,90,0.9030899869919435,0,0.7,0
1150929241,1,1,0,69.5,0.3010299956639812,0,1,0
1150929249,1,291,5.673323267171493,87.62126865671642,2.429752280002408,0,0.9209621993127147,0
1150929251,1,26,3.258096538021482,77.1875,1.3979400086720377,0,0.9230769230769231,0
1150929271,1,2,0.6931471805599453,90,0.47712125471966244,0,1,0
1150929277,1,2,0.6931471805599453,95,0.47712125471966244,0,1,0
1150929297,1,7,1.9459101490553132,66.71428571428571,0.7781512503836436,0.47712125471966244,0.7142857142857143,0.2857142857142857
1150929311,1,173,5.153291594497779,88.1938775510204,2.155336037465062,0.7781512503836436,0.8208092485549133,0.028901734104046242
1150929313,1,15,2.70805020110221,89.33333333333333,1.2041199826559248,0,1,0
1150929317,1,2,0.6931471805599453,81,0.47712125471966244,0,1,0
1150929319,1,11,2.3978952727983707,87.95454545454545,1.0791812460476249,0,1,0
1150929321,1,2,0.6931471805599453,87.5,0.3010299956639812,0,0.5,0
1150929331,1,15,2.70805020110221,70.88461538461539,1.146128035678238,0,0.8666666666666667,0
1150929337,1,9,2.1972245773362196,93.75,0.6989700043360189,0,0.4444444444444444,0
1150929355,1,21,3.044522437723423,83.0625,1.2041199826559248,0.3010299956639812,0.7142857142857143,0.047619047619047616
1150929359,1,1,0,NaN,0,0,0,0
1150929361,1,5,1.6094379124341003,91.25,0.47712125471966244,0,0.4,0
1150929371,1,3,1.0986122886681098,91.25,0.47712125471966244,0,0.6666666666666666,0
1150929373,1,3,1.0986122886681098,84.16666666666667,0.6020599913279624,0,1,0
1150929375,1,41,3.713572066704308,90.65789473684211,1.591064607026499,0,0.926829268292683,0
1150929377,1,4,1.3862943611198906,100,0.3010299956639812,0,0.25,0
1150929389,1,4,1.3862943611198906,92.5,0.6989700043360189,0,1,0
1150929403,1,2,0.6931471805599453,75,0.47712125471966244,0,1,0
1150929411,1,57,4.04305126783455,71.38571428571429,1.4771212547196624,0.8450980400142568,0.5087719298245614,0.10526315789473684
1150929413,1,6,1.791759469228055,87.5,0.7781512503836436,0,0.8333333333333334,0
1150929415,1,22,3.091042453358316,87.0952380952381,1.3010299956639813,0.47712125471966244,0.8636363636363636,0.09090909090909091
1150929417,1,1,0,NaN,0,0,0,0
1150929419,1,34,3.5263605246161616,84.82352941176471,1.505149978319906,0.6020599913279624,0.9117647058823529,0.08823529411764706
1150929431,1,15,2.70805020110221,88.5,1.2041199826559248,0,1,0
1150929439,1,2,0.6931471805599453,90,0.47712125471966244,0,1,0
1150929445,1,2,0.6931471805599453,78.5,0.47712125471966244,0,1,0
1150929455,1,3,1.0986122886681098,90,0.6020599913279624,0,1,0
1150929463,1,5,1.6094379124341003,68.125,0.6020599913279624,0.3010299956639812,0.6,0.2
1150929469,1,34,3.5263605246161616,57.40909090909091,0.6020599913279624,0.9542425094393249,0.08823529411764706,0.23529411764705882
1150929485,1,6,1.791759469228055,86.25,0.8450980400142568,0,1,0
1150929487,1,713,6.569481420414296,91.40765765765765,2.3483048630481607,0,0.31136044880785413,0
1150929493,1,40,3.6888794541139363,88.38461538461539,1.1139433523068367,0.3010299956639812,0.3,0.025
1150929509,1,26,3.258096538021482,93.6,1.414973347970818,0,0.9615384615384616,0
1150929515,1,86,4.454347296253507,91.4453125,1.8129133566428555,0,0.7441860465116279,0
1150929525,1,8,2.0794415416798357,79.375,0.9030899869919435,0.3010299956639812,0.875,0.125
1150929531,1,9,2.1972245773362196,58.888888888888886,0.47712125471966244,0.9030899869919435,0.2222222222222222,0.7777777777777778
1150929535,1,1,0,90,0.3010299956639812,0,1,0
1150929537,1,42,3.7376696182833684,90.1875,1.6127838567197355,0,0.9523809523809523,0
1150929541,1,10,2.302585092994046,89.5,0.7781512503836436,0,0.5,0
1150929559,1,2,0.6931471805599453,56,0.3010299956639812,0.3010299956639812,0.5,0.5
1150929575,1,9,2.1972245773362196,87.5,0.3010299956639812,0,0.1111111111111111,0
1150929577,1,3,1.0986122886681098,89.16666666666667,0.6020599913279624,0,1,0
1150929619,1,58,4.060443010546419,68.3804347826087,1.4771212547196624,1.255272505103306,0.5,0.29310344827586204
1150929651,1,4,1.3862943611198906,NaN,0,0,0,0
1150929665,1,88,4.477336814478207,85.5,1.0413926851582251,0,0.11363636363636363,0
1150929681,1,22,3.091042453358316,90,1.1139433523068367,0,0.5454545454545454,0
1150929689,1,56,4.02535169073515,61.96739130434783,1.6232492903979006,0.7781512503836436,0.7321428571428571,0.08928571428571429
1150929731,1,1,0,95,0.3010299956639812,0,1,0
1150929733,1,20,2.995732273553991,96.375,1.3222192947339193,0,1,0
1150929735,1,3,1.0986122886681098,88.16666666666667,0.6020599913279624,0,1,0
1150929763,1,20,2.995732273553991,91.92307692307692,1.146128035678238,0,0.65,0
1150929769,1,1,0,100,0.3010299956639812,0,1,0
1150929775,1,6,1.791759469228055,87.5,0.8450980400142568,0,1,0
1150929779,1,3,1.0986122886681098,72.5,0.3010299956639812,0.3010299956639812,0.3333333333333333,0.3333333333333333
1150929781,1,3,1.0986122886681098,78.75,0.47712125471966244,0,0.6666666666666666,0
1150929785,1,13,2.5649493574615367,100,0.47712125471966244,0,0.15384615384615385,0
1150929837,1,23,3.1354942159291497,88.8913043478261,1.3617278360175928,0.3010299956639812,0.9565217391304348,0.043478260869565216
1151615859,1,44,3.784189633918261,93.75,0.47712125471966244,0,0.045454545454545456,0
1151615863,1,13,2.5649493574615367,82.34615384615384,1.1139433523068367,0.3010299956639812,0.9230769230769231,0.07692307692307693
1151615873,1,77,4.343805421853684,90.34482758620689,1.4771212547196624,0,0.37662337662337664,0
1151615875,1,14,2.6390573296152584,100,0.3010299956639812,0,0.07142857142857142,0
1151615881,1,1,0,100,0.3010299956639812,0,1,0
1151615893,1,1,0,NaN,0,0,0,0
1151615897,1,47,3.8501476017100584,90,1.6334684555795864,0,0.8936170212765957,0
1151615901,1,1,0,100,0.3010299956639812,0,1,0
1151615903,1,4,1.3862943611198906,81.25,0.47712125471966244,0,0.5,0
1151615915,1,1,0,90,0.3010299956639812,0,1,0
1151615917,1,6,1.791759469228055,62.5,0.6020599913279624,0.47712125471966244,0.5,0.3333333333333333
1151615921,1,1,0,100,0.3010299956639812,0,1,0
1151615933,1,38,3.6375861597263857,87.5,0.47712125471966244,0,0.05263157894736842,0
1151615935,1,2,0.6931471805599453,NaN,0,0,0,0
1151615939,1,1,0,87.5,0.3010299956639812,0,1,0
1151615947,1,105,4.653960350157523,73.31521739130434,1.8692317197309762,1.3010299956639813,0.6952380952380952,0.18095238095238095
1151615949,1,307,5.726847747587197,89.96931407942239,2.4424797690644486,0.3010299956639812,0.8990228013029316,0.003257328990228013
1151615951,1,93,4.532599493153256,83.15625,1.9084850188786497,0,0.8602150537634409,0
1151615993,1,85,4.442651256490317,76.7439024390244,1.6127838567197355,0.3010299956639812,0.47058823529411764,0.011764705882352941
1151615997,1,3,1.0986122886681098,64.16666666666667,0.47712125471966244,0.3010299956639812,0.6666666666666666,0.3333333333333333
1151616019,1,13,2.5649493574615367,92.88461538461539,1.146128035678238,0,1,0
1151616023,1,8,2.0794415416798357,94.58333333333333,0.8450980400142568,0,0.75,0
1151616025,1,49,3.8918202981106265,89.88888888888889,1.662757831681574,0,0.9183673469387755,0
1151616041,1,1,0,77.5,0.3010299956639812,0,1,0
1151616061,1,3,1.0986122886681098,84,0.6020599913279624,0,1,0
1151616063,1,8,2.0794415416798357,87.5,0.9542425094393249,0,1,0
1151616065,1,21,3.044522437723423,80.4,1.1139433523068367,0.6020599913279624,0.5714285714285714,0.14285714285714285
1151616073,1,2,0.6931471805599453,90,0.47712125471966244,0,1,0
1151616083,1,5,1.6094379124341003,91.66666666666667,0.6020599913279624,0,0.6,0
1151616091,1,22,3.091042453358316,84.15789473684211,1.255272505103306,0.47712125471966244,0.7727272727272727,0.09090909090909091
1151616099,1,154,5.0369526024136295,91.66666666666667,2.1583624920952498,0.3010299956639812,0.9285714285714286,0.006493506493506494
1151616105,1,2,0.6931471805599453,87.5,0.47712125471966244,0,1,0
1151616109,1,2,0.6931471805599453,87.5,0.47712125471966244,0,1,0
1151616111,1,88,4.477336814478207,61.12765957446808,1.4771212547196624,1.2787536009528289,0.32954545454545453,0.20454545454545456
1151616113,1,1,0,100,0.3010299956639812,0,1,0
1151616125,1,40,3.6888794541139363,86.3157894736842,1.5797835966168101,0.3010299956639812,0.925,0.025
1151616131,1,55,4.007333185232471,86.1547619047619,1.6232492903979006,0.3010299956639812,0.7454545454545455,0.01818181818181818
1151616145,1,16,2.772588722239781,73.5,0.8450980400142568,0.3010299956639812,0.375,0.0625
1151616165,1,53,3.970291913552122,70.1086956521739,1.2304489213782739,0.9030899869919435,0.3018867924528302,0.1320754716981132
1151616169,1,27,3.295836866004329,90.44117647058823,1.255272505103306,0,0.6296296296296297,0
1151616171,1,54,3.9889840465642745,83.21428571428571,0.8450980400142568,0.3010299956639812,0.1111111111111111,0.018518518518518517
1151616177,1,3,1.0986122886681098,100,0.6020599913279624,0,1,0
1151616189,1,32,3.4657359027997265,84.66666666666667,1.3979400086720377,0.8450980400142568,0.75,0.1875
1151616197,1,146,4.983606621708336,90.68702290076335,2.100370545117563,0.8450980400142568,0.8561643835616438,0.0410958904109589
1151616207,1,5,1.6094379124341003,68.2,0.6020599913279624,0.47712125471966244,0.6,0.4
1151616219,1,79,4.3694478524670215,90.77702702702703,1.8750612633917,0,0.9367088607594937,0
1151616221,1,14,2.6390573296152584,97.14285714285714,1.1760912590556813,0,1,0
1151616227,1,14,2.6390573296152584,76.375,0.7781512503836436,0.6020599913279624,0.35714285714285715,0.21428571428571427
1151616229,1,2,0.6931471805599453,100,0.3010299956639812,0,0.5,0
