user_id,compliance_check,timestamp
v24dNx8rDtf7B7,0,1591321459699
v24dNx8rDtf7B7,0,1591321646763
v24dNx8rDtf7B7,0,1591369249985
v24dNx8rDtf7B7,0,1593183757507
v25CQc1r5bKMm7,1,1591409298969
v25CQc1r5bKMm7,0,1593134839257
v25s67RrmD9QW7,0,1591367411214
v263L23rL3B6L7,1,1591203299178
v263L23rL3B6L7,1,1593133673115
v26W75Pr8jlsc7,0,1591370150977
v271ygsrYn72v7,1,1591479417666
v271ygsrYn72v7,0,1593276387158
v271ygsrYn72v7,0,1593276437727
v271ygsrYn72v7,0,1593276601773
v271ygsrYn72v7,0,1593276634876
v271ygsrYn72v7,0,1593276665753
v271ygsrYn72v7,0,1593276747155
v271ygsrYn72v7,0,1593276786247
v271ygsrYn72v7,0,1593276856844
v27CwkLr41P267,0,1591376326781
v27CwkLr41P267,0,1593192078105
v27VJQzr47lPd7,1,1591061305881
v27VJQzr47lPd7,1,1593175610205
v27wlPvrG4Swp7,1,1591380595387
v27wlPvrG4Swp7,1,1593121068664
v27zGBMrrLFjl7,0,1591545389209
v27zGBMrrLFjl7,0,1593140758238
v29z5QBrZl9Cp7,0,1591356627520
v29z5QBrZl9Cp7,0,1593185191272
v2BTWYCrGfqsG7,1,1591606641406
v2BTWYCrGfqsG7,1,1593124400414
v2F6wRTrjMV3T7,0,1591204943030
v2F6wRTrjMV3T7,0,1591205654536
v2F6wRTrjMV3T7,0,1591205884517
v2F6wRTrjMV3T7,1,1591206065863
v2F6wRTrjMV3T7,1,1593129625640
v2FvL1NrkP55M7,1,1591382283250
v2FvL1NrkP55M7,0,1593126909445
v2FvL1NrkP55M7,0,1593128103014
v2FxNpCr11bRX7,0,1591203679512
v2FxNpCr11bRX7,0,1593121897940
v2GF2YNrXQhdR7,1,1591209766054
v2GF2YNrXQhdR7,1,1593136630533
v2GS2HLrSk4gt7,1,1591367111819
v2GS2HLrSk4gt7,1,1593137428974
v2HK3Hnrvy7Rm7,1,1591249423295
v2HK3Hnrvy7Rm7,1,1593144874052
v2HqDkqrRF0Jv7,1,1591369852963
v2HqDkqrRF0Jv7,1,1593121981956
v2JBnZ9rPN0PN7,1,1591381811154
v2JWrphrtt6Rn7,1,1591363759520
v2JWrphrtt6Rn7,0,1593296881652
v2KDfb2r2R2Xb7,0,1591306280870
v2KDfb2r2R2Xb7,0,1593132980246
v2KDk5TryG2nJ7,1,1591377218045
v2KDk5TryG2nJ7,1,1593262578252
v2MCGkbrVyTxV7,0,1591368930124
v2MCGkbrVyTxV7,0,1593528008465
v2Md6LFrgsWGp7,0,1591312010757
v2Md6LFrgsWGp7,1,1591312095930
v2Md6LFrgsWGp7,1,1593127476940
v2NCS2yrGJfB17,1,1591376792700
v2NCS2yrGJfB17,1,1593213899228
v2PGVD0rZ2LYg7,1,1591342604437
v2PGVD0rZ2LYg7,1,1593195580030
v2PMmlvrnl23j7,1,1591305495237
v2PMmlvrnl23j7,0,1593121217396
v2PZ5l8rqw1tQ7,1,1591893163399
v2PdJHnryqBsB7,0,1591362806889
v2PdJHnryqBsB7,0,1593288839313
v2PqQqJr1Cr8B7,0,1591905818845
v2PqQqJr1Cr8B7,1,1591905963023
v2QppmRrpnMrp7,1,1591331105290
v2QppmRrpnMrp7,1,1591396608253
v2QppmRrpnMrp7,1,1591589359311
v2QppmRrpnMrp7,1,1591665521442
v2QppmRrpnMrp7,1,1591851093549
v2QppmRrpnMrp7,1,1592031431330
v2QppmRrpnMrp7,1,1592353789245
v2QppmRrpnMrp7,1,1592417742912
v2QppmRrpnMrp7,1,1593278704673
v2QppmRrpnMrp7,1,1593404376746
v2QppmRrpnMrp7,1,1593462126695
v2QppmRrpnMrp7,1,1593569978399
v2QppmRrpnMrp7,1,1593742877638
v2R6lBDrBWT8Z7,1,1591305821016
v2R6lBDrBWT8Z7,1,1593214586666
v2RTqSMrjdyKL7,1,1591151344599
v2RTqSMrjdyKL7,1,1593277783097
v2S2bv4rbzsnG7,1,1591394027992
v2S2bv4rbzsnG7,1,1593502089412
v2SHVZSrTVPCR7,0,1591638451163
v2SHVZSrTVPCR7,0,1593123785769
v2SPwB6rcdhYG7,0,1591365840692
v2SPwB6rcdhYG7,0,1591365876894
v2SPwB6rcdhYG7,0,1593526536393
v2SfyndrZnFPg7,1,1591369423675
v2SfyndrZnFPg7,0,1593126640289
v2Smdt8rKvNsC7,0,1590778540950
v2Smdt8rKvNsC7,0,1593211328357
v2TTHC5r5ggzH7,1,1591143950033
v2TTHC5r5ggzH7,1,1593132605593
v2Tt2CjrDPTlf7,1,1591381733747
v2Tt2CjrDPTlf7,1,1593270903952
v2V3Txgr5xvqy7,1,1591318414099
v2V3Txgr5xvqy7,1,1593134269109
v2VQKjNrPTSsM7,0,1590719019613
v2VQKjNrPTSsM7,0,1590719059189
v2VQKjNrPTSsM7,0,1593222660096
v2VjxdPr3nFhZ7,0,1591326917579
v2VjxdPr3nFhZ7,0,1593129621573
v2WlJdNrtX00v7,0,1591336303887
v2WlJdNrtX00v7,0,1591336332468
v2WlJdNrtX00v7,0,1591354599327
v2Xr83lrrzm437,1,1591333205699
v2Xr83lrrzm437,1,1593269136368
v2YkN5RrTK0bc7,0,1591317819575
v2YkN5RrTK0bc7,0,1593125571682
v2bZydBrrSNdC7,1,1591394216033
v2bZydBrrSNdC7,1,1593131016429
v2bhZ7XrtZncC7,1,1591364528197
v2bhZ7XrtZncC7,1,1593135620911
v2byMjfrC5zHc7,0,1591372061623
v2byMjfrC5zHc7,0,1593126988707
v2bz3qqrc4MhX7,0,1591130995144
v2c2nc6rfrs6x7,1,1591344728954
v2c2nc6rfrs6x7,1,1593462157677
v2c5DtkrMlLgn7,1,1591668722343
v2cknvCrk7BRj7,1,1591630599047
v2d0P0ZrZYpNN7,0,1591336613338
v2d0P0ZrZYpNN7,0,1593127639336
v2dpb8xrZ26nK7,0,1591310450853
v2dpb8xrZ26nK7,0,1593209996502
v2f3ZttrsVfR97,0,1591480396091
v2f3ZttrsVfR97,0,1593292590190
v2fLVbhrM7vPy7,1,1591354438910
v2fLVbhrM7vPy7,1,1593169011640
v2gF0QQrWtrZK7,0,1593132957246
v2hGH3qrBtSyx7,0,1591376615231
v2hGH3qrBtSyx7,0,1593152539212
v2hK9q2rS2qbF7,1,1591372379728
v2hK9q2rS2qbF7,1,1593261528212
v2hYllHrqVS3g7,1,1591204830657
v2hYllHrqVS3g7,1,1593131308739
v2hfLWRr81GCC7,1,1591404797964
v2hfLWRr81GCC7,1,1593351425513
v2j3RGGrcfmJ07,1,1591458012683
v2jGntCrCGL1P7,1,1591418217026
v2jGntCrCGL1P7,1,1593221338779
v2jTZ5tr96NDk7,0,1591305886606
v2jTZ5tr96NDk7,0,1593127195137
v2jt6Q0rnF7pq7,1,1591411602968
v2jt6Q0rnF7pq7,1,1593135037879
v2kLxsfrB0wn67,1,1591328868305
v2lcMGkrxWxPd7,0,1591539128274
v2lcMGkrxWxPd7,0,1593443356287
v2lpZH4rVJMpR7,1,1591318103870
v2lpZH4rVJMpR7,1,1593133883290
v2mdNwWrGjW5k7,0,1591367926796
v2mdNwWrGjW5k7,0,1593213049019
v2p23Vtrc4Z1l7,0,1591298292955
v2pf37srdylML7,0,1591323269481
v2pmZWHrqphcG7,0,1591415654524
v2pmZWHrqphcG7,0,1593126355091
v2q7WhmrmdpjJ7,1,1591484016701
v2q7WhmrmdpjJ7,1,1593304274467
v2qLmLqrKlZDY7,1,1593228657285
v2qkMTDr4Q1zp7,1,1591336376652
v2qkMTDr4Q1zp7,1,1593150745849
v2r78syrMnDQD7,1,1591059414241
v2r78syrMnDQD7,1,1593182019028
v2skXM9rDGCPS7,0,1591397996685
v2skXM9rDGCPS7,0,1591399993211
v2skXM9rDGCPS7,0,1593137157860
v2tTk6crLxXbK7,0,1593140353875
v2vZjsgr5k2hG7,0,1591741663492
v2wGPqgrggXVg7,1,1591228069301
v2wpTbbrqH1sm7,0,1591418630705
v2wpTbbrqH1sm7,0,1593145997129
v2xDDJfrq7S7K7,1,1591392092739
v2xVsTDrxFf0h7,1,1591362915968
v2xVsTDrxFf0h7,1,1593123642735
v2y0DYgrC8Kvx7,0,1591392762911
v2y0DYgrC8Kvx7,0,1591392819121
v2y0DYgrC8Kvx7,0,1591392876850
v2y0DYgrC8Kvx7,0,1592358689054
v2yF1lMrrWCC57,1,1591351032029
v2yzpxvrrS9Jd7,1,1591355865994
v2yzpxvrrS9Jd7,1,1593123506762
v2zHV5Crn2Sq97,1,1591320894047
v2zHV5Crn2Sq97,1,1593213079354
v2zTHm3rpcRJp7,0,1591484563487
v2zzvl9rCgBNL7,1,1591636749422
v2zzvl9rCgBNL7,1,1593192969276
v303lRZsddjK68,0,1591357358782
v303lRZsddjK68,0,1591357415938
v30LW14sK4ywS8,0,1590720128327
v30ZCGLsFBWV18,1,1591307643087
v30ZCGLsFBWV18,1,1593123218809
v315nJJs20Q5B8,1,1591332251791
v315nJJs20Q5B8,1,1593124732420
v31NlY7srwc7d8,1,1591541392043
v31NlY7srwc7d8,1,1593355405960
v31WVS7sMtVcL8,0,1591369087946
v31WVS7sMtVcL8,0,1591369121025
v31WVS7sMtVcL8,0,1593124659613
v31bPT2sgLKTs8,1,1591487230906
v31bPT2sgLKTs8,1,1593131265584
v32PQsKszT3XD8,0,1591329238634
v32PQsKszT3XD8,0,1593228221828
v32vYjfs7x0nx8,1,1590715559083
v32vYjfs7x0nx8,1,1593121652865
v337nC3stM3vv8,0,1591337722115
v337nC3stM3vv8,0,1593473158954
v33L8zTsZDq518,0,1591815394993
v33nd8HsvwtD88,1,1591357905286
v33nd8HsvwtD88,1,1593140322872
v345SKhshGmmj8,1,1591204083622
v345SKhshGmmj8,1,1593173888604
v34y8lbsRTwGK8,1,1591375511668
v34y8lbsRTwGK8,1,1593194356258
v35QMjqsYNgdB8,0,1591327066062
v3643cJs0tMKt8,1,1591388237740
v3643cJs0tMKt8,1,1593129068624
v36SSLJsNB9Hw8,1,1591728235921
v36dlDLsDJtDR8,1,1591213510915
v36dlDLsDJtDR8,1,1593193719754
v36rh9ZsV2YCg8,1,1591379821326
v36rh9ZsV2YCg8,0,1593140659910
v36xQ1zs1G95j8,0,1591647150212
v37Tn9gsD6fcR8,0,1591590647840
v37Tn9gsD6fcR8,0,1593123124634
v37tZYzsRcJwH8,1,1591367691215
v37tZYzsRcJwH8,1,1593214131155
v38gyxssvqx448,0,1591371160603
v38hvGCs4Ns5d8,1,1591051182561
v38hvGCs4Ns5d8,1,1593135891177
v38hvGCs4Ns5d8,0,1593135925113
v39hQY9sGBrVY8,1,1590759615982
v39hQY9sGBrVY8,1,1593265517613
v3Dlm9ZspmZbM8,0,1591382790041
v3Dlm9ZspmZbM8,0,1593126033705
v3Fky3pstdTSJ8,0,1591499920279
v3Fky3pstdTSJ8,0,1593316634001
v3G1RzlsHfzV48,1,1591386455773
v3HCX66sd7lBb8,1,1591457093809
v3HCX66sd7lBb8,1,1591475527930
v3HTBZssStHTT8,0,1590964680874
v3HTBZssStHTT8,0,1593184650067
v3K0tP1sZxSg28,1,1592149217189
v3LRcXgsXjgD58,0,1591321266361
v3LRcXgsXjgD58,0,1593216196050
v3MDHKYsNj7Hz8,1,1591414137571
v3MDHKYsNj7Hz8,1,1593143545748
v3MhMjLsFgRTW8,0,1591653630927
v3MhMjLsFgRTW8,0,1593131504462
v3NcFc5s6kQvk8,0,1591414652837
