caseid,totalnewsbinary,totalnewscount,totalnewsduration,log_news,totalvisits,log_total,total_news_score_duration,Average_domain_NewsG_Score_post,Count_Reliable_NewsG_Score_post,Count_Unreliable_NewsG_Score_post,Prop_Reliable_NewsG_Score_post,Prop_Unreliable_NewsG_Score_post,partisanship_news_diet_post,Prop_Reliable_NewsG_Score_post_dur,Prop_Unreliable_NewsG_Score_post_dur,Count_Unreliable_NewsG_Score_post_dur,Count_Reliable_NewsG_Score_post_dur,Average_domain_NewsG_Score_post_dur
1149913297,1,116,3776,4.7535901911063645,1689,7.4318919168078,3601,94.50925925925925,2.03342375548695,0.3010299956639812,0.9224137931034483,0.008620689655172414,-0.9053024890677672,0.9367055084745762,0.01694915254237288,64,3537,92.70910858094973
1149913303,1,30,1402,3.4011973816621555,542,6.295266001439646,1232,98.9423076923077,1.4313637641589874,0,0.8666666666666667,0,NaN,0.8787446504992867,0,0,1232,99.85592532467533
1149913313,1,113,20191,4.727387818712341,538,6.2878585601617845,20191,98.56194690265487,2.0569048513364727,0,1,0,-0.6219568283981566,1,0,0,20191,99.03632806696052
1149913315,1,85,4271,4.442651256490317,1990,7.595889917718538,3536,85.76190476190476,1.7634279935629373,0.8450980400142568,0.6705882352941176,0.07058823529411765,0.0720059353119822,0.7354249590259893,0.09248419573870288,395,3141,85.07225678733032
1149913325,1,72,5501,4.276666119016055,1101,7.00397413672268,4945,68.63207547169812,1.6232492903979006,1.1139433523068367,0.5694444444444444,0.16666666666666666,1.719215190342467,0.3417560443555717,0.5571714233775678,3065,1880,52.78614762386249
1149913329,1,6,683,1.791759469228055,21,3.044522437723423,683,85.16666666666667,0.8450980400142568,0,1,0,NaN,1,0,0,683,88.01610541727672
1149913335,1,79,749,4.3694478524670215,1164,7.059617628291383,416,93.77777777777777,1.662757831681574,0,0.569620253164557,0,0.2668247630379915,0.5554072096128171,0,0,416,92.48798076923077
1149913349,0,0,0,-Inf,35,3.5553480614894135,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,0,0,NaN
1149913353,1,717,8481,6.57507584059962,4897,8.496378051702317,4397,91.00166389351081,2.7774268223893115,0.6020599913279624,0.8340306834030683,0.0041841004184100415,-0.6071438014527464,0.517391817002712,0.0010611956137247967,9,4388,92.41153058903798
1149913361,1,238,11388,5.472270673671475,2206,7.698936199813447,11380,90.4957627118644,2.3560258571931225,1.0413926851582251,0.9495798319327731,0.04201680672268908,-0.8348201968613618,0.974534597822269,0.02476290832455216,282,11098,90.59819859402461
1149913369,1,223,88282,5.407171771460119,1693,7.4342573821331355,84468,93.45260663507109,2.326335860928751,0,0.9461883408071748,0,-0.42981552276387414,0.9567975351713827,0,0,84468,93.94964957143533
1149913371,1,6,1824,1.791759469228055,193,5.262690188904886,1824,90,0.8450980400142568,0,1,0,NaN,1,0,0,1824,90
