caseid,totalnewsbinary,totalnewscount,totalnewsduration,log_news,totalvisits,log_total,total_news_score_duration,Average_domain_NewsG_Score_post,Count_Reliable_NewsG_Score_post,Count_Unreliable_NewsG_Score_post,Prop_Reliable_NewsG_Score_post,Prop_Unreliable_NewsG_Score_post,partisanship_news_diet_post,Prop_Reliable_NewsG_Score_post_dur,Prop_Unreliable_NewsG_Score_post_dur,Count_Unreliable_NewsG_Score_post_dur,Count_Reliable_NewsG_Score_post_dur,Average_domain_NewsG_Score_post_dur
1149913373,1,205,9597,5.3230099791384085,2622,7.871692664323645,8460,92.12765957446808,2.2764618041732443,0,0.9170731707317074,0,-0.535658406682172,0.8815254767114723,0,0,8460,91.95537825059101
1149913377,1,447,18874,6.102558594613569,3772,8.235360643753348,11624,90.69703389830508,2.369215857410143,0.6020599913279624,0.5212527964205816,0.006711409395973154,-0.28737015780054714,0.6100985482674579,0.005775140404789657,109,11515,89.90244322092224
1149913387,1,121,3402,4.795790545596741,1792,7.491087593534876,3357,95.625,2.0827853703164503,0,0.9917355371900827,0,-0.720045061591397,0.9867724867724867,0,0,3357,93.20896633899315
1149913393,1,37,1109,3.6109179126442243,340,5.8289456176102075,1109,87.43055555555556,1.568201724066995,0,0.972972972972973,0,NaN,1,0,0,1109,87.4887285843102
1149913395,1,165,6428,5.10594547390058,790,6.672032945461067,2552,93.06603773584905,1.7323937598229686,0,0.3212121212121212,0,NaN,0.3970130678282514,0,0,2552,93.32582288401254
1149913397,1,90,7603,4.499809670330265,1523,7.328437352895162,6541,89.53125,1.9030899869919435,0.3010299956639812,0.8777777777777778,0.011111111111111112,-0.5026684756756835,0.8584769170064448,0.0018413784032618704,14,6527,87.47859654487081
1149913399,1,175,5479,5.1647859739235145,2090,7.644919344958857,5060,68.31395348837209,2.113943352306837,1.6434526764861874,0.7371428571428571,0.24571428571428572,1.1394151139739732,0.6627121737543348,0.2608140171564154,1429,3631,68.51946640316206
1149913405,1,24,324,3.1780538303479458,163,5.093750200806762,324,87.5,1.3979400086720377,0,1,0,NaN,1,0,0,324,87.5
1149913409,1,122,9843,4.804021044733257,861,6.7580945044277305,9828,88.67768595041322,2.0863598306747484,0,0.9918032786885246,0,-0.20072814303782271,0.9984760743675709,0,0,9828,87.92277167277167
1149913413,1,22,444,3.091042453358316,991,6.898714534329988,385,98.21428571428571,1.3424226808222062,0,0.9545454545454546,0,-0.0694465006852936,0.8671171171171171,0,0,385,98.58441558441558
1149913415,1,29,252,3.367295829986474,1007,6.914730892718563,249,89.91071428571429,1.462397997898956,0,0.9655172413793104,0,NaN,0.9880952380952381,0,0,249,89.6987951807229
1149913417,1,126,962,4.836281906951478,1831,7.5126175446745105,933,90.53361344537815,2.0681858617461617,0.6020599913279624,0.9206349206349206,0.023809523809523808,-0.720045061591397,0.9355509355509356,0.034303534303534305,33,900,90.88692390139336
1149913427,1,153,7876,5.030437921392435,4817,8.479906606630221,5909,90.5,2,0.6020599913279624,0.6470588235294118,0.0196078431372549,-0.5140296395383277,0.69972067039106145,0.0505332656170645,398,5511,88.96192249111525
1149913433,1,670,7368,6.507277712385012,4831,8.482808764554406,7216,91.40789473684211,2.8102325179950842,0.3010299956639812,0.9626865671641791,0.0014925373134328358,-0.46875886198767547,0.9792345276872965,1.3572204125950055e-4,1,7215,91.31887472283813
1149913435,0,0,0,-Inf,1,0,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,0,0,NaN
1149913439,1,16,1274,2.772588722239781,1332,7.194436851100335,664,93.55555555555556,0.9542425094393249,0.3010299956639812,0.5,0.0625,-0.7637796949576486,0.5204081632653061,7.849293563579278e-4,1,663,98.1882530120482
1149913441,1,7,678,1.9459101490553132,577,6.3578422665081,678,96.42857142857143,0.9030899869919435,0,1,0,-0.5413351558343882,1,0,0,678,95.15117994100295
1149913443,1,75,1796,4.31748811353631,451,6.111467339502679,282,97.5,1.0791812460476249,0,0.14666666666666667,0,0.5416048227631477,0.15701559020044542,0,0,282,96.66666666666667
1149913453,1,170,5362,5.135798437050262,2866,7.960672608388117,4487,91.36301369863014,2.164352855784437,0.3010299956639812,0.8529411764705882,0.0058823529411764705,-0.8251138693055544,0.8271167474822827,0.00969787392763894,52,4435,91.29251170046801
1149913455,1,1613,31340,7.385851078125209,6610,8.796338932845732,30934,66.5308524173028,3.0770043267933502,2.57978359661681,0.7396156230626162,0.23496590204587725,1.6790922004276123,0.93446075303127,0.052584556477345244,1648,29286,68.62759423288291
1149913467,1,492,22472,6.198478716492308,1569,7.358193752733032,1895,88.53658536585365,1.6232492903979006,0,0.08333333333333333,0,NaN,0.08432716269134924,0,0,1895,89.63192612137203
1149913475,1,102,5305,4.624972813284271,1592,7.3727463664043285,4592,85.43103448275862,1.9344984512435677,0.47712125471966244,0.8333333333333334,0.0196078431372549,-0.2086848402981362,0.8469368520263902,0.018661639962299716,99,4493,85.06750871080139
1149913477,1,175,8967,5.1647859739235145,1059,6.9650803456014065,8532,87.18263473053892,2.2227164711475833,0.3010299956639812,0.9485714285714286,0.005714285714285714,-0.4941339966240296,0.9509311921489907,5.576000892160142e-4,5,8527,87.39099859353024
1149913483,1,147,2755,4.990432586778736,907,6.810142450115136,2719,89.25347222222223,2.161368002234975,0,0.9795918367346939,0,NaN,0.9869328493647913,0,0,2719,88.19326958440602
1149913511,1,98,4109,4.584967478670572,4082,8.31434234336979,3680,90.38068181818181,1.9444826721501687,0.3010299956639812,0.8877551020408163,0.01020408163265306,-0.3191979745174838,0.8700413725967389,0.02555366269165247,105,3575,88.6648097826087
1149913519,1,740,3282,6.606650186198215,30349,10.320518847015657,861,86.81343283582089,2.294466226161593,0.7781512503836436,0.2648648648648649,0.006756756756756757,0.25838598212230346,0.26020719073735527,0.0021328458257160268,7,854,87.81242740998839
1149913549,1,295,9620,5.68697535633982,1263,7.141245122350491,9620,87.08474576271186,2.4712917110589387,0,1,0,NaN,1,0,0,9620,86.14319126819127
1149913569,1,409,9371,6.013715156042802,2794,7.935229539816907,59,97.5,0.47712125471966244,0,0.004889975550122249,0,-0.314309745902203,0.006296019635044285,0,0,59,95.50847457627118
1149913575,1,119,2154,4.77912349311153,1116,7.017506142941256,1916,89.60227272727273,1.9493900066449128,0,0.7394957983193278,0,-0.8216266369473016,0.8895078922934077,0,0,1916,91.59707724425887
1149913577,1,287,10535,5.659482215759621,2683,7.894690850425624,5758,92.4392523364486,2.0253058652647704,0.47712125471966244,0.36585365853658536,0.006968641114982578,-0.1976055641489468,0.5291884195538681,0.017370669197911724,183,5575,91.44320944772491
1149913583,1,208,2712,5.337538079701318,4539,8.420462002456466,1108,86.03383458646617,2.1271047983648077,0,0.6394230769230769,0,NaN,0.4085545722713864,0,0,1108,82.53610108303249
1149913591,1,235,3569,5.459585514144159,12192,9.408535277926427,3407,88.67980295566502,2.285557309007774,1.0791812460476249,0.8170212765957446,0.04680851063829787,-0.958784136487599,0.9114597926590081,0.043149341552255534,154,3253,88.47754622835339
1149913703,1,1036,4543,6.943122422819428,10481,9.257319373170178,4516,87.94060370009737,3.011993114659257,0,0.9913127413127413,0,-0.6842345995524203,0.9940567906669602,0,0,4516,87.66995128432241
1149913731,1,9,2785,2.1972245773362196,2834,7.949444420250626,2594,90.71428571428571,0.9030899869919435,0,0.7777777777777778,0,-0.273270297198875,0.9314183123877917,0,0,2594,90.78353893600617
1149913749,1,1018,37025,6.925595197110468,2523,7.833203948641057,0,NaN,0,0,0,0,NaN,0,0,0,0,NaN
1149913763,1,421,25314,6.042632833682381,2515,7.83002808253384,24797,87.98170731707317,2.611723308007342,0.47712125471966244,0.9691211401425178,0.004750593824228029,-0.5624080650820751,0.9783123963024414,0.0012641226198941296,32,24765,88.0287938057023
1149913775,0,0,0,-Inf,443,6.093569770045136,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,0,0,NaN
1149913781,1,20,426,2.995732273553991,1759,7.472500744737558,285,85,1.1760912590556813,0,0.7,0,NaN,0.6690140845070423,0,0,285,85.36842105263158
1149913783,1,25,436,3.2188758248682006,60,4.0943445622221,34,87.5,0.7781512503836436,0,0.2,0,-0.273270297198875,0.0779816513761468,0,0,34,87.5
1149913805,1,601,19316,6.398594934535208,1669,7.419979923661835,991,95.53571428571429,1.1760912590556813,0,0.02329450915141431,0,-0.4314248877688192,0.05130461793331953,0,0,991,95.89051463168516
1149913819,1,9,2489,2.1972245773362196,434,6.073044534100405,0,NaN,0,0,0,0,NaN,0,0,0,0,NaN
1149913837,1,27,1087,3.295836866004329,652,6.480044561926653,1087,90.37037037037037,1.4471580313422192,0,1,0,NaN,1,0,0,1087,92.10671573137074
1149913839,1,3,259,1.0986122886681098,747,6.616065185132817,56,95,0.47712125471966244,0,0.6666666666666666,0,NaN,0.21621621621621623,0,0,56,95
1149913841,1,64,3871,4.1588830833596715,3256,8.08825472712243,3490,81.45,1.7075701760979363,0,0.78125,0,-0.6633364121918389,0.9015758202014983,0,0,3490,83.07879656160459
1149913855,1,9,418,2.1972245773362196,704,6.556778356158042,1,76,0.47712125471966244,0,0.2222222222222222,0,NaN,0.0023923444976076554,0,0,1,75
1149913861,1,34,1500,3.5263605246161616,884,6.784457062637643,1500,89.77941176470588,1.5440680443502757,0,1,0,-0.018735929729089298,1,0,0,1500,90.91833333333334
1149913865,1,82,387,4.406719247264253,1154,7.050989447068045,361,90,1.9030899869919435,0,0.9634146341463414,0,NaN,0.9328165374677002,0,0,361,90
1149913891,1,1,7,0,135,4.90527477843843,7,90,0.3010299956639812,0,1,0,NaN,1,0,0,7,90
1149913909,1,188,8516,5.236441962829949,4897,8.496378051702317,911,67.94086021505376,1.9395192526186185,0.9030899869919435,0.4574468085106383,0.03723404255319149,1.7907179537215028,0.10039924847346172,0.006575857209957727,56,855,70.80845225027443
1149913935,1,11,241,2.3978952727983707,647,6.472346294500901,0,NaN,0,0,0,0,NaN,0,0,0,0,NaN
1149913937,1,51,281,3.9318256327243257,856,6.752270376141742,281,88.67647058823529,1.7075701760979363,0.3010299956639812,0.9803921568627451,0.0196078431372549,0.485440444295007,0.99644128113879,0.0035587188612099642,1,280,89.75978647686833
1149913979,1,43,219,3.7612001156935624,6956,8.847359875474174,179,93.125,1.568201724066995,0,0.8372093023255814,0,NaN,0.817351598173516,0,0,179,93.63128491620111
1149913999,0,0,0,-Inf,381,5.942799375126701,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,0,0,NaN
1149914039,1,4,74,1.3862943611198906,121,4.795790545596741,74,100,0.6989700043360189,0,1,0,-0.938588028266132,1,0,0,74,100
1149914049,1,3,95,1.0986122886681098,78,4.356708826689592,3,82.5,0.3010299956639812,0,0.3333333333333333,0,NaN,0.031578947368421054,0,0,3,82.5
1149914067,1,6572,284868,8.790573479157159,15367,9.639977632055333,196272,87.1350280620667,3.7824009524965296,0,0.9217894096165551,0,-1.1096563427864738,0.6889927966637179,0,0,196272,87.18116949947013
1150928257,1,187,7245,5.231108616854587,780,6.659293919683638,7245,90.25401069518716,2.27415784926368,0,1,0,-0.853698288776755,1,0,0,7245,90.15907522429262
1150928263,1,10,170,2.302585092994046,230,5.438079308923196,154,95.9375,0.9542425094393249,0,0.8,0,-0.273270297198875,0.9058823529411765,0,0,154,96.65584415584415
1150928265,1,26,7403,3.258096538021482,483,6.180016653652572,7164,82.6,1.380211241711606,0.47712125471966244,0.8846153846153846,0.07692307692307693,-0.429326381251987,0.8646494664325274,0.10306632446305551,763,6401,82.95644891122278
1150928269,1,106,5151,4.663439094112067,1058,6.964135612418245,4833,95.63829787234043,1.9777236052888478,0,0.8867924528301887,0,-0.024441773003404214,0.9382644146767618,0,0,4833,94.89033726463894
1150928277,1,349,14613,5.855071922202427,2407,7.786136437783072,14204,85.46279761904762,2.5024271199844326,1.3010299956639813,0.9083094555873925,0.054441260744985676,-0.34404274087749265,0.9703004174365292,0.001710805447204544,25,14179,88.76073641227823
1150928279,1,120,6496,4.787491742782046,1779,7.483806687665835,5115,84.29569892473118,1.968482948553935,0.3010299956639812,0.7666666666666667,0.008333333333333333,1.4291865546786466,0.7764778325123153,0.010929802955665025,71,5044,83.56715542521994
1150928287,1,8,93,2.0794415416798357,206,5.327876168789581,19,87.5,0.47712125471966244,0,0.25,0,NaN,0.20430107526881722,0,0,19,87.5
1150928291,1,61,1104,4.110873864173311,781,6.660575149839686,415,88.92857142857143,1.1760912590556813,0,0.22950819672131148,0,0.33693059664632,0.3759057971014493,0,0,415,88.46987951807229
1150928297,1,17,189,2.833213344056216,1194,7.085064293952548,165,81.42857142857143,1.1139433523068367,0.47712125471966244,0.7058823529411765,0.11764705882352941,-0.540933408869212,0.8571428571428571,0.015873015873015872,3,162,82.8030303030303
1150928299,1,77,2509,4.343805421853684,1708,7.443078374348516,2269,98.29545454545455,1.8260748027008264,0,0.8571428571428571,0,0.5156976803809996,0.9043443603029095,0,0,2269,97.99911855442926
1150928301,1,122,4677,4.804021044733257,1880,7.539027055823995,3198,73.36440677966101,1.6812412373755872,1.1139433523068367,0.38524590163934425,0.09836065573770492,1.379668588341139,0.523198631601454,0.16057301689116954,751,2447,72.89759224515322
1150928303,1,123,44934,4.812184355372417,716,6.573680166960646,44896,96.01239669421487,2.0863598306747484,0,0.983739837398374,0,-0.45359049346037383,0.9991543152178751,0,0,44896,95.40933490734142
1150928305,1,201,4392,5.303304908059076,2508,7.827240901752812,2263,89.51333333333334,2.167317334748176,0.6989700043360189,0.7263681592039801,0.01990049751243781,-0.45425410965818763,0.5136612021857924,0.0015938069216757742,7,2256,90.47039328325232
1150928315,1,28,466,3.332204510175204,382,5.945420608606575,466,90,1.462397997898956,0,1,0,NaN,1,0,0,466,90
1150928325,1,38,1977,3.6375861597263857,578,6.359573868672378,1256,91.25,1.3222192947339193,0,0.5263157894736842,0,0.19874116281087156,0.635306019221042,0,0,1256,92.83837579617834
1150928339,1,217,8611,5.37989735354046,1467,7.2909747781429814,2051,86.25,1.5314789170422551,0.7781512503836436,0.15207373271889402,0.02304147465437788,1.3607404585714824,0.21902218093136686,0.019161537568226687,165,1886,89.60848366650414
1150928341,1,1,4,0,9,2.1972245773362196,0,NaN,0,0,0,0,NaN,0,0,0,0,NaN
1150928343,1,1524,45119,7.329093736246592,3261,8.089789175789319,24617,80.53638497652582,2.8561244442423,2.1335389083702174,0.4704724409448819,0.08858267716535433,1.3509660828774146,0.4353154990137193,0.11028613222810789,4976,19641,78.17213714100012
1150928345,1,38,1559,3.6375861597263857,1106,7.00850518208228,1453,77.171875,1.4471580313422192,0.7781512503836436,0.7105263157894737,0.13157894736842105,1.4204695813271364,0.8287363694676074,0.10327132777421424,161,1292,77.82346868547832
1150928347,1,8,526,2.0794415416798357,548,6.306275286948016,526,85.4375,0.9542425094393249,0,1,0,NaN,1,0,0,526,86.3555133079848
1150928359,1,1,1,0,303,5.713732805509369,0,NaN,0,0,0,0,NaN,0,0,0,0,NaN
1150928363,1,445,5446,6.09807428216624,7468,8.918382504661613,1172,88.30985915492958,2.155336037465062,0,0.31910112359550563,0,-1.0344359501283795,0.21520381931692986,0,0,1172,89.20008532423208
1150928369,1,40,591,3.6888794541139363,698,6.548219102762372,402,90.68181818181819,1.5314789170422551,0,0.825,0,-0.273270297198875,0.6802030456852792,0,0,402,91.54228855721394
1150928371,1,204,7273,5.318119993844216,2761,7.923348211930154,7273,87.5220588235294,2.290034611362518,1.0413926851582251,0.9509803921568627,0.049019607843137254,1.54039575161562,0.9736009899628764,0.026399010037123607,192,7081,88.63818231816308
1150928379,1,2,49,0.6931471805599453,474,6.161207321695077,49,90,0.47712125471966244,0,1,0,NaN,1,0,0,49,90
1150928397,1,165,1808,5.10594547390058,3866,8.259975659768276,1122,85.06692913385827,2.060697840353612,1.146128035678238,0.6909090909090909,0.07878787878787878,-0.6941884966375234,0.610066371681416,0.010508849557522125,19,1103,88.01069518716578
1150928401,1,129,4948,4.859812404361672,1743,7.463363045520021,2161,90.4625,1.9030899869919435,0.3010299956639812,0.6124031007751938,0.007751937984496124,0.087214979611563,0.43633791430881164,4.042037186742118e-4,2,2159,92.35145765849144
1150928403,0,0,0,-Inf,51,3.9318256327243257,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,0,0,NaN
1150928413,1,227,9984,5.424950017481403,1606,7.381501894506707,9718,68.29587155963303,1.9590413923210936,2.110589710299249,0.3964757709251101,0.5638766519823789,-0.8134244383528862,0.3607772435897436,0.6125801282051282,6116,3602,67.18491459147972
1150928419,1,6,310,1.791759469228055,613,6.418364935936212,238,88.75,0.6989700043360189,0,0.6666666666666666,0,-0.583997257910649,0.7677419354838709,0,0,238,90.4201680672269
1150928421,1,187,4999,5.231108616854587,4658,8.446341450444287,1945,92.80172413793103,1.7634279935629373,0.3010299956639812,0.3048128342245989,0.0053475935828877,0.4594345581347586,0.36007201440288056,0.029005801160232048,145,1800,87.25964010282776
1150928431,1,517,42197,6.248042874508429,2109,7.653969180478774,17084,86.03365384615384,2.2278867046136734,1.6127838567197355,0.32495164410058025,0.07736943907156674,-0.6143488179955258,0.3184112614640851,0.08645164348176411,3648,13436,84.67021774760009
1150928433,1,59,3120,4.07753744390572,3620,8.194229304819817,2869,90.79807692307692,1.7160033436347992,0.3010299956639812,0.864406779661017,0.01694915254237288,0.1807783775564721,0.8951923076923077,0.02435897435897436,76,2793,88.84663645869641
1150928437,1,8,1390,2.0794415416798357,661,6.493753839851686,1275,100,0.9030899869919435,0,0.875,0,-0.4932987221234837,0.9172661870503597,0,0,1275,100
1150928439,1,126,6669,4.836281906951478,2645,7.8804263442924,4170,89.61940298507463,1.8195439355418688,0.47712125471966244,0.5158730158730159,0.015873015873015872,-0.31990965229635043,0.6065377118008697,0.018743439796071376,125,4045,90.20011990407674
1150928453,1,84,1306,4.430816798843313,913,6.816735880594968,1300,92.625,1.9084850188786497,0,0.9523809523809523,0,0.19049709785625965,0.9954058192955589,0,0,1300,97.85961538461538
1150928457,1,634,22429,6.452048954437226,6294,8.747352077624353,19409,88.36642599277978,2.739572344450092,0.8450980400142568,0.8643533123028391,0.00946372239747634,-0.19713662787064212,0.8573721521244817,0.007980739221543538,179,19230,88.82861043845638
1150928461,1,95,8373,4.553876891600541,1302,7.171656822768514,6813,90.09615384615384,1.8976270912904414,0,0.8210526315789474,0,-0.7450344200248981,0.813686850591186,0,0,6813,92.78474974313812
1150928463,1,17,64,2.833213344056216,1059,6.9650803456014065,39,90.5,1.0413926851582251,0,0.5882352941176471,0,1.7595805982970725,0.609375,0,0,39,91.41025641025641
1150928465,1,588,15874,6.376726947898627,2703,7.902117546276448,15842,95.72146507666099,2.767897616018091,0.47712125471966244,0.9948979591836735,0.003401360544217687,-0.05569716053792151,0.9860778631724834,0.01190626181176767,189,15653,95.44097967428355
1150928473,1,83,4157,4.418840607796598,390,5.966146739123692,4115,87.3109756097561,1.919078092376074,0,0.9879518072289156,0,0.09263805353455751,0.9898965600192446,0,0,4115,87.11227217496962
1150928475,1,74,222,4.30406509320417,904,6.806829360392176,208,91.19565217391305,1.845098040014257,0,0.9324324324324325,0,-0.12010937770446842,0.9369369369369369,0,0,208,92.31971153846153
1150928479,1,18,937,2.8903717578961645,589,6.3784261836515865,937,62,0.7781512503836436,1.146128035678238,0.2777777777777778,0.7222222222222222,-0.958784136487599,0.24759871931696906,0.7524012806830309,705,232,60.81376734258271
1150928485,1,108,3402,4.68213122712422,3369,8.122371243406553,3355,91.15566037735849,2.0293837776852097,0,0.9814814814814815,0,-0.28894046518797134,0.9861845972957084,0,0,3355,89.90983606557377
1150928505,1,879,44135,6.778784897685177,2204,7.698029170272805,44054,82.70547945205479,2.9429995933660407,0,0.9965870307167235,0,0.440085650624732,0.9981647218760621,0,0,44054,84.09866300449448
1150928507,1,50,1203,3.912023005428146,1057,6.963189985870238,1203,78.44,1.6020599913279623,1.0791812460476249,0.78,0.22,0.6836888006650444,0.8827930174563591,0.1172069825436409,141,1062,83.25145469659185
1150928515,1,10,105,2.302585092994046,1656,7.412160334945205,1,100,0.3010299956639812,0,0.1,0,NaN,0.009523809523809525,0,0,1,100
1150928521,1,192,12425,5.2574953720277815,1447,7.277247726631484,5468,89.56521739130434,1.845098040014257,0,0.359375,0,-0.05364583565032472,0.44008048289738433,0,0,5468,88.41715435259692
1150928523,1,11,248,2.3978952727983707,1216,7.103322062526113,204,90.83333333333333,0.8450980400142568,0,0.5454545454545454,0,NaN,0.8225806451612904,0,0,204,95.60049019607843
1150928525,1,180,3238,5.19295685089021,1928,7.564238475170491,3215,87.84831460674157,2.2380461031287955,0.8450980400142568,0.9555555555555556,0.03333333333333333,-0.958784136487599,0.9873378628783199,0.005558987029030266,18,3197,89.04852255054432
1150928529,1,109,3722,4.6913478822291435,3433,8.141189793457691,3029,84.83908045977012,1.9242792860618816,0.6989700043360189,0.7614678899082569,0.03669724770642202,2.55838067595341,0.7799570123589468,0.0338527673293928,126,2903,84.38725652030374
1150928531,1,14742,180917,9.598455841749233,72528,11.19172797318063,172741,88.53528363935325,4.164263608022661,0,0.9900963234296568,0,-1.0688309205054705,0.9548080058811499,0,0,172741,87.86485547727523
1150928533,1,46,2893,3.828641396489095,1509,7.319202458767849,844,71.5909090909091,1,0.47712125471966244,0.1956521739130435,0.043478260869565216,1.1156971078107258,0.24783961285862427,0.043899066712754925,127,717,71.77428909952607
1150928535,1,16,2230,2.772588722239781,548,6.306275286948016,2230,89.96875,1.2304489213782739,0,1,0,-0.7830096469784574,1,0,0,2230,91.26188340807175
1150928537,0,0,0,-Inf,21,3.044522437723423,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,0,0,NaN
1150928539,1,1,6,0,725,6.586171654854675,6,95,0.3010299956639812,0,1,0,NaN,1,0,0,6,95
1150928541,1,78,3955,4.356708826689592,3521,8.166500319155052,3830,85.52702702702703,1.8512583487190752,0.6989700043360189,0.8974358974358975,0.05128205128205128,0.10201683528462434,0.8968394437420986,0.07155499367888749,283,3547,84.80300261096606
1150928549,1,14,735,2.6390573296152584,133,4.890349128221754,735,87.5,1.1760912590556813,0,1,0,NaN,1,0,0,735,87.5
1150928551,1,35,5272,3.5553480614894135,881,6.78105762593618,5272,89.31428571428572,1.5440680443502757,0.3010299956639812,0.9714285714285714,0.02857142857142857,-0.2118469810681312,0.9817905918057663,0.018209408194233688,96,5176,93.23985204855842
1150928555,1,710,7846,6.565264970035361,3516,8.165079258805068,1689,87.7734375,2.506505032404872,0,0.4507042253521127,0,NaN,0.2152689268417028,0,0,1689,87.05891059798698
1150928563,1,20,1280,2.995732273553991,894,6.795705775173514,1275,32.72222222222222,0.3010299956639812,1.255272505103306,0.05,0.85,1.5647953155521612,7.8125e-4,0.9953125,1274,1,29.545490196078433
1150928565,1,163,5814,5.093750200806762,2896,7.971085753505607,1784,92.42045454545455,1.6532125137753437,0,0.26993865030674846,0,-0.20229516762876537,0.3068455452356381,0,0,1784,90.84865470852019
1150928567,1,92,4265,4.5217885770490405,1787,7.488293515159428,4207,82.69444444444444,1.9590413923210936,0,0.9782608695652174,0,-0.153127448659963,0.9864009378663541,0,0,4207,83.27133349179938
1150928569,1,50,1955,3.912023005428146,480,6.173786103901937,1781,89.20454545454545,1.6532125137753437,0,0.88,0,0.47858451332092267,0.910997442455243,0,0,1781,87.20522178551376
1150928587,1,3,84,1.0986122886681098,104,4.6443908991413725,84,87.5,0.6020599913279624,0,1,0,NaN,1,0,0,84,87.5
1150928589,1,23,157,3.1354942159291497,557,6.322565239927284,13,90,0.47712125471966244,0,0.08695652173913043,0,NaN,0.08280254777070063,0,0,13,90
1150928593,1,42,2204,3.7376696182833684,2447,7.802618063442671,1854,92.21428571428571,1.5563025007672873,0,0.8333333333333334,0,NaN,0.8411978221415608,0,0,1854,89.63322545846817
1150928595,1,3,2393,1.0986122886681098,89,4.48863636973214,2393,100,0.6020599913279624,0,1,0,NaN,1,0,0,2393,100
1150928599,1,58,1959,4.060443010546419,1302,7.171656822768514,1944,89.22727272727273,1.7481880270062005,0,0.9482758620689655,0,0.449156609358787,0.9923430321592649,0,0,1944,89.1602366255144
1150928603,1,87,2268,4.465908118654584,2010,7.605890001053122,2218,89.01785714285714,1.9294189257142926,0,0.9655172413793104,0,NaN,0.9779541446208113,0,0,2218,88.80072137060415
1150928609,1,440,20955,6.0867747269123065,4088,8.31581113188354,20533,94.13028169014085,2.629409599102719,0.3010299956639812,0.9659090909090909,0.0022727272727272726,0.13823542311836193,0.9795752803626819,2.863278453829635e-4,6,20527,93.76890858617834
1150928613,1,554,38839,6.317164686747284,2290,7.736307096548285,38839,90.76624548736461,2.7442929831226763,0,1,0,-0.7401102767387867,1,0,0,38839,93.92587347768995
1150928621,1,157,5368,5.056245805348308,4950,8.507142855562735,4969,94.27027027027027,2.173186268412274,0,0.9426751592356688,0,-0.26247791266812076,0.9256706408345753,0,0,4969,94.68082109076273
1150928635,1,102,38320,4.624972813284271,2749,7.918992488165245,28573,46.25316455696203,1.505149978319906,1.6901960800285136,0.30392156862745096,0.47058823529411764,1.7140408148343635,0.32103340292275573,0.42460855949895615,16271,12302,48.679522626255554
1150928639,1,230,7928,5.438079308923196,1286,7.1592919047975645,3297,87.34375,1.9084850188786497,0,0.34782608695652173,0,0.031974641227115,0.4158678102926337,0,0,3297,86.68259023354565
1150928653,0,0,0,-Inf,101,4.61512051684126,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,0,0,NaN
1150928655,1,166,5724,5.111987788356544,12927,9.467073426283948,4587,85.18115942028986,2.110589710299249,1.0413926851582251,0.7710843373493976,0.060240963855421686,-0.568141278679001,0.7760307477288609,0.0253319357092942,145,4442,86.20558098975366
1150928659,1,16,321,2.772588722239781,1015,6.922643891475888,75,100,0.47712125471966244,0,0.125,0,0.0640091894232164,0.2336448598130841,0,0,75,100
1150928665,1,19,307,2.9444389791664403,2694,7.898782356970309,112,63.27272727272727,0.7781512503836436,0.8450980400142568,0.2631578947368421,0.3157894736842105,1.43247112423721,0.0749185667752443,0.2899022801302932,89,23,56.13392857142857
1150928669,1,15,24515,2.70805020110221,684,6.52795791762255,19226,80.53571428571429,1.1760912590556813,0,0.9333333333333333,0,1.9109881672822016,0.784254538037936,0,0,19226,71.10748465619474
1150928675,1,163,2273,5.093750200806762,4868,8.490438454107418,199,79.453125,1.4313637641589874,0.8450980400142568,0.15950920245398773,0.03680981595092025,-0.28974110951716797,0.0708315002199736,0.01671799384073911,38,161,80.40201005025126
1150928679,1,369,2844,5.910796644040527,3074,8.03073492409854,1646,91.12738853503184,2.496929648073215,0.3010299956639812,0.8482384823848238,0.0027100271002710027,-0.14776196424112573,0.5780590717299579,7.032348804500703e-4,2,1644,92.35297691373026
1150928685,1,126,3680,4.836281906951478,3074,8.03073492409854,3315,83.19711538461539,2.0211892990699383,0,0.8253968253968254,0,-0.2693029956871451,0.9008152173913043,0,0,3315,84.52639517345399
1150928695,1,145,1772,4.976733742420574,1014,6.921658184151129,1772,90,2.164352855784437,0,1,0,NaN,1,0,0,1772,89.98306997742664
1150928719,1,331,8059,5.802118375377063,2599,7.8628820346414905,4975,68.1517094017094,2.290034611362518,1.6127838567197355,0.5861027190332326,0.12084592145015106,1.6431726066093078,0.5071348802580965,0.11018736815982132,888,4087,64.01467336683417
1150928727,1,47,365,3.8501476017100584,2985,8.001355025826703,218,80.12068965517241,1.4471580313422192,0.47712125471966244,0.574468085106383,0.0425531914893617,-0.10924907938238594,0.5698630136986301,0.0273972602739726,10,208,79.05733944954129
1150928731,1,202,9965,5.308267697401205,2388,7.778211474512493,9932,88.83084577114428,2.296665190261531,0.6989700043360189,0.9752475247524752,0.019801980198019802,2.0211806994049613,0.9653788258906172,0.03130958354239839,312,9620,88.68546113572292
1150928733,1,9,373,2.1972245773362196,775,6.652863029353347,373,87.5,1,0,1,0,NaN,1,0,0,373,87.5
