caseid,totalnewsbinary_post_SM_ref,totalnewscount_post_SM_ref,log_news_post_SM_ref,Average_domain_NewsG_Score_post_SM_ref,Count_Reliable_NewsG_Score_post_SM_ref,Count_Unreliable_NewsG_Score_post_SM_ref,Prop_Reliable_NewsG_Score_post_SM_ref,Prop_Unreliable_NewsG_Score_post_SM_ref
1150928413,1,11,2.3978952727983707,81.45,0.9542425094393249,0.47712125471966244,0.7272727272727273,0.18181818181818182
1150928421,1,24,3.1780538303479458,87.36111111111111,1.255272505103306,0.3010299956639812,0.7083333333333334,0.041666666666666664
1150928431,1,8,2.0794415416798357,84.4,0.6989700043360189,0.3010299956639812,0.5,0.125
1150928433,1,13,2.5649493574615367,89.1923076923077,1.146128035678238,0,1,0
1150928439,1,12,2.4849066497880004,92,1.0413926851582251,0,0.8333333333333334,0
1150928453,1,9,2.1972245773362196,95,0.9542425094393249,0,0.8888888888888888,0
1150928457,1,90,4.499809670330265,87.33561643835617,1.8573324964312685,0.47712125471966244,0.7888888888888889,0.022222222222222223
1150928463,1,1,0,100,0.3010299956639812,0,1,0
1150928465,1,17,2.833213344056216,87.91176470588235,1.2304489213782739,0.3010299956639812,0.9411764705882353,0.058823529411764705
1150928475,1,17,2.833213344056216,90.1470588235294,1.255272505103306,0,1,0
1150928515,1,3,1.0986122886681098,100,0.6020599913279624,0,1,0
1150928525,1,16,2.772588722239781,90.15625,1.2304489213782739,0,1,0
1150928529,1,8,2.0794415416798357,76.875,0.9030899869919435,0.3010299956639812,0.875,0.125
1150928531,1,762,6.635946555686647,93.71701846965699,2.88024177589548,0,0.994750656167979,0
1150928533,1,4,1.3862943611198906,52.5,0.3010299956639812,0.3010299956639812,0.25,0.25
1150928541,1,18,2.8903717578961645,81.71875,1.2041199826559248,0.3010299956639812,0.8333333333333334,0.05555555555555555
1150928551,1,1,0,77,0.3010299956639812,0,1,0
1150928555,1,28,3.332204510175204,91.07142857142857,1.1760912590556813,0,0.5,0
1150928565,1,5,1.6094379124341003,100,0.47712125471966244,0,0.4,0
1150928569,1,1,0,95,0.3010299956639812,0,1,0
1150928589,1,1,0,NaN,0,0,0,0
1150928599,1,1,0,100,0.3010299956639812,0,1,0
1150928603,1,18,2.8903717578961645,89.86111111111111,1.2787536009528289,0,1,0
1150928609,1,12,2.4849066497880004,93.18181818181819,1.0791812460476249,0,0.9166666666666666,0
1150928621,1,2,0.6931471805599453,92.5,0.47712125471966244,0,1,0
1150928635,1,5,1.6094379124341003,42.5,0.3010299956639812,0.47712125471966244,0.2,0.4
1150928639,1,4,1.3862943611198906,90,0.47712125471966244,0,0.5,0
1150928659,1,3,1.0986122886681098,100,0.47712125471966244,0,0.6666666666666666,0
1150928665,1,2,0.6931471805599453,NaN,0,0,0,0
1150928669,1,7,1.9459101490553132,74,0.7781512503836436,0,0.7142857142857143,0
1150928675,1,7,1.9459101490553132,NaN,0,0,0,0
1150928679,1,52,3.9512437185814275,91.15384615384616,1.6020599913279623,0,0.75,0
1150928685,1,3,1.0986122886681098,91.66666666666667,0.6020599913279624,0,1,0
1150928695,1,14,2.6390573296152584,89.64285714285714,1.1760912590556813,0,1,0
1150928719,1,25,3.2188758248682006,55.69047619047619,1.0791812460476249,1.0413926851582251,0.44,0.4
1150928727,1,9,2.1972245773362196,71.5,0.9030899869919435,0.3010299956639812,0.7777777777777778,0.1111111111111111
1150928731,1,1,0,100,0.3010299956639812,0,1,0
1150928737,1,20,2.995732273553991,87.5,1.3010299956639813,0,0.95,0
1150928743,1,6,1.791759469228055,92,0.7781512503836436,0,0.8333333333333334,0
1150928757,1,41,3.713572066704308,71,1.4913616938342726,0.7781512503836436,0.7317073170731707,0.12195121951219512
1150928761,1,3,1.0986122886681098,95,0.3010299956639812,0,0.3333333333333333,0
1150928765,1,14,2.6390573296152584,69.23076923076923,1,0.6989700043360189,0.6428571428571429,0.2857142857142857
1150928771,1,3,1.0986122886681098,90,0.6020599913279624,0,1,0
1150928781,1,1,0,100,0.3010299956639812,0,1,0
1150928785,1,5,1.6094379124341003,90,0.6989700043360189,0,0.8,0
1150928789,1,23,3.1354942159291497,90,1.3222192947339193,0,0.8695652173913043,0
1150928803,1,1,0,87.5,0.3010299956639812,0,1,0
1150928807,1,61,4.110873864173311,78.1590909090909,1.3222192947339193,0.47712125471966244,0.32786885245901637,0.03278688524590164
1150928855,1,58,4.060443010546419,88.87931034482759,1.7708520116421442,0,1,0
1150928857,1,3,1.0986122886681098,85.83333333333333,0.6020599913279624,0,1,0
1150928879,1,90,4.499809670330265,86.5340909090909,1.6532125137753437,0,0.4888888888888889,0
1150928883,1,45,3.8066624897703196,91.86363636363636,1.5185139398778875,0.3010299956639812,0.7111111111111111,0.022222222222222223
1150928887,1,5,1.6094379124341003,90,0.6020599913279624,0,0.6,0
1150928891,1,3,1.0986122886681098,100,0.3010299956639812,0,0.3333333333333333,0
1150928913,1,85,4.442651256490317,87.07894736842105,1.863322860120456,0.6989700043360189,0.8470588235294118,0.047058823529411764
1150928917,1,3,1.0986122886681098,90,0.6020599913279624,0,1,0
1150928919,1,12,2.4849066497880004,80.92857142857143,0.8450980400142568,0.3010299956639812,0.5,0.08333333333333333
1150928923,1,4,1.3862943611198906,90,0.6989700043360189,0,1,0
1150928933,1,1,0,87.5,0.3010299956639812,0,1,0
1150928937,1,41,3.713572066704308,90.73170731707317,1.6232492903979006,0,1,0
1150928949,1,36,3.58351893845611,77.77777777777777,1.2041199826559248,0.6020599913279624,0.4166666666666667,0.08333333333333333
1150928951,1,7,1.9459101490553132,84.58333333333333,0.8450980400142568,0,0.8571428571428571,0
1150928955,1,2,0.6931471805599453,90,0.47712125471966244,0,1,0
1150928961,1,7,1.9459101490553132,88.25,0.8450980400142568,0,0.8571428571428571,0
1150928967,1,7,1.9459101490553132,82.5,0.8450980400142568,0.3010299956639812,0.8571428571428571,0.14285714285714285
1150928981,1,1,0,NaN,0,0,0,0
1150929003,1,6,1.791759469228055,92.5,0.8450980400142568,0,1,0
1150929007,1,25,3.2188758248682006,76.14285714285714,1.3010299956639813,0.47712125471966244,0.76,0.08
1150929013,1,64,4.1588830833596715,88.40517241379311,1.7708520116421442,0,0.90625,0
1150929017,1,5,1.6094379124341003,93.33333333333333,0.6020599913279624,0,0.6,0
1150929025,1,1,0,87.5,0.3010299956639812,0,1,0
1150929043,1,4,1.3862943611198906,92.375,0.6989700043360189,0,1,0
1150929045,1,25,3.2188758248682006,90,1.414973347970818,0,1,0
1150929061,1,1,0,37.5,0,0.3010299956639812,0,1
1150929063,1,254,5.537334267018537,76.3449074074074,2.330413773349191,0.6020599913279624,0.8385826771653543,0.011811023622047244
1150929069,1,26,3.258096538021482,90.76086956521739,1.380211241711606,0,0.8846153846153846,0
1150929071,1,17,2.833213344056216,66.75,0.8450980400142568,0.6989700043360189,0.35294117647058826,0.23529411764705882
1150929073,1,8,2.0794415416798357,80.5625,0.8450980400142568,0.47712125471966244,0.75,0.25
1150929089,1,11,2.3978952727983707,85,0.9030899869919435,0,0.6363636363636364,0
1150929097,1,2,0.6931471805599453,100,0.47712125471966244,0,1,0
1150929113,1,12,2.4849066497880004,91.5,1.0413926851582251,0,0.8333333333333334,0
1150929127,1,5,1.6094379124341003,90,0.3010299956639812,0,0.2,0
1150929129,1,1,0,NaN,0,0,0,0
1150929135,1,1,0,NaN,0,0,0,0
1150929145,1,14,2.6390573296152584,90.1923076923077,1.146128035678238,0,0.9285714285714286,0
1150929153,1,26,3.258096538021482,94.03846153846153,1.4313637641589874,0,1,0
1150929155,1,2,0.6931471805599453,83.75,0.47712125471966244,0,1,0
1150929165,1,23,3.1354942159291497,76.9,0.6989700043360189,0.3010299956639812,0.17391304347826086,0.043478260869565216
1150929173,1,1,0,100,0.3010299956639812,0,1,0
1150929175,1,67,4.204692619390966,88.39166666666667,1.7781512503836436,0.3010299956639812,0.8805970149253731,0.014925373134328358
1150929179,1,57,4.04305126783455,89.08653846153847,1.724275869600789,0,0.9122807017543859,0
1150929199,1,1,0,82.5,0.3010299956639812,0,1,0
1150929223,1,28,3.332204510175204,80.81481481481481,1.414973347970818,0.47712125471966244,0.8928571428571429,0.07142857142857142
1150929237,1,30,3.4011973816621555,95.17241379310344,1.4771212547196624,0,0.9666666666666667,0
1150929249,1,112,4.718498871295094,87.0631067961165,2.0170333392987803,0,0.9196428571428571,0
1150929251,1,45,3.8066624897703196,86.04651162790698,1.6434526764861874,0,0.9555555555555556,0
1150929271,1,4,1.3862943611198906,90,0.6989700043360189,0,1,0
1150929297,1,5,1.6094379124341003,66.5,0.6989700043360189,0.3010299956639812,0.8,0.2
1150929311,1,120,4.787491742782046,88.93103448275862,2.060697840353612,0.47712125471966244,0.95,0.016666666666666666
1150929313,1,5,1.6094379124341003,87.5,0.7781512503836436,0,1,0
1150929317,1,2,0.6931471805599453,NaN,0,0,0,0
1150929319,1,1,0,87.5,0.3010299956639812,0,1,0
1150929331,1,3,1.0986122886681098,69.5,0.6020599913279624,0,1,0
1150929337,1,3,1.0986122886681098,NaN,0,0,0,0
1150929345,1,1,0,90,0.3010299956639812,0,1,0
1150929355,1,9,2.1972245773362196,83.6875,0.9030899869919435,0.3010299956639812,0.7777777777777778,0.1111111111111111
1150929359,1,140,4.941642422609304,87.5,0.6020599913279624,0,0.02142857142857143,0
1150929361,1,1,0,90,0.3010299956639812,0,1,0
1150929369,1,1,0,95,0.3010299956639812,0,1,0
1150929371,1,1,0,100,0.3010299956639812,0,1,0
1150929373,1,1,0,87.5,0.3010299956639812,0,1,0
1150929375,1,30,3.4011973816621555,91.33928571428571,1.462397997898956,0,0.9333333333333333,0
1150929411,1,39,3.6635616461296463,77.41071428571429,1.414973347970818,0.6020599913279624,0.6410256410256411,0.07692307692307693
1150929413,1,1,0,87.5,0.3010299956639812,0,1,0
1150929415,1,3,1.0986122886681098,88.33333333333333,0.6020599913279624,0,1,0
1150929417,1,2,0.6931471805599453,93.75,0.47712125471966244,0,1,0
1150929419,1,23,3.1354942159291497,79.8695652173913,1.3424226808222062,0.47712125471966244,0.9130434782608695,0.08695652173913043
1150929431,1,6,1.791759469228055,89.16666666666667,0.8450980400142568,0,1,0
1150929445,1,2,0.6931471805599453,NaN,0,0,0,0
1150929463,1,1,0,85,0.3010299956639812,0,1,0
1150929469,1,20,2.995732273553991,58.1,0.7781512503836436,0.7781512503836436,0.25,0.25
1150929485,1,1,0,92.5,0.3010299956639812,0,1,0
1150929487,1,562,6.331501849893691,92.78048780487805,2.2174839442139063,0,0.2918149466192171,0
1150929493,1,15,2.70805020110221,95.625,0.6989700043360189,0,0.26666666666666666,0
1150929509,1,13,2.5649493574615367,96.15384615384616,1.146128035678238,0,1,0
1150929515,1,71,4.2626798770413155,92.5,1.7993405494535817,0,0.8732394366197183,0
1150929531,1,1,0,0,0,0.3010299956639812,0,1
1150929537,1,18,2.8903717578961645,90,1.255272505103306,0,0.9444444444444444,0
1150929575,1,17,2.833213344056216,88.4090909090909,1.0791812460476249,0,0.6470588235294118,0
1150929619,1,13,2.5649493574615367,79.29166666666667,1.0413926851582251,0.47712125471966244,0.7692307692307693,0.15384615384615385
1150929651,1,1,0,NaN,0,0,0,0
1150929681,1,11,2.3978952727983707,100,0.47712125471966244,0,0.18181818181818182,0
1150929689,1,18,2.8903717578961645,61.875,1.0791812460476249,0.3010299956639812,0.6111111111111112,0.05555555555555555
1150929733,1,6,1.791759469228055,95,0.8450980400142568,0,1,0
1150929745,1,1,0,90,0.3010299956639812,0,1,0
1150929763,1,18,2.8903717578961645,93.5,1.0413926851582251,0,0.5555555555555556,0
1150929769,1,2,0.6931471805599453,100,0.3010299956639812,0,0.5,0
1150929775,1,2,0.6931471805599453,54.75,0.3010299956639812,0.3010299956639812,0.5,0.5
1150929779,1,1,0,100,0.3010299956639812,0,1,0
1150929781,1,4,1.3862943611198906,65,0.6020599913279624,0.3010299956639812,0.75,0.25
1150929785,1,7,1.9459101490553132,NaN,0,0,0,0
1150929837,1,22,3.091042453358316,91.1842105263158,1.3010299956639813,0,0.8636363636363636,0
1151615859,1,46,3.828641396489095,96.66666666666667,0.6020599913279624,0,0.06521739130434782,0
1151615863,1,19,2.9444389791664403,93.75,1.2304489213782739,0,0.8421052631578947,0
1151615873,1,26,3.258096538021482,90.13157894736842,1.3010299956639813,0,0.7307692307692307,0
1151615875,1,11,2.3978952727983707,NaN,0,0,0,0
1151615897,1,42,3.7376696182833684,86.16666666666667,1.6020599913279623,0.6020599913279624,0.9285714285714286,0.07142857142857142
1151615903,1,1,0,82.5,0.3010299956639812,0,1,0
1151615921,1,5,1.6094379124341003,96,0.7781512503836436,0,1,0
1151615933,1,25,3.2188758248682006,87.5,0.3010299956639812,0,0.04,0
1151615947,1,29,3.367295829986474,73.725,1.2304489213782739,0.6989700043360189,0.5517241379310345,0.13793103448275862
1151615949,1,123,4.812184355372417,86.4766355140187,2.03342375548695,0,0.8699186991869918,0
1151615951,1,58,4.060443010546419,81.06382978723404,1.6812412373755872,0,0.8103448275862069,0
1151615993,1,69,4.23410650459726,76.625,1.3979400086720377,0,0.34782608695652173,0
1151616019,1,44,3.784189633918261,92.875,1.6127838567197355,0,0.9090909090909091,0
1151616023,1,7,1.9459101490553132,97.5,0.7781512503836436,0,0.7142857142857143,0
1151616025,1,42,3.7376696182833684,90,1.5797835966168101,0,0.8809523809523809,0
1151616041,1,1,0,NaN,0,0,0,0
1151616061,1,2,0.6931471805599453,97.5,0.47712125471966244,0,1,0
1151616063,1,1,0,87.5,0.3010299956639812,0,1,0
1151616065,1,2,0.6931471805599453,81.25,0.47712125471966244,0,1,0
1151616091,1,21,3.044522437723423,90.5,1.3222192947339193,0,0.9523809523809523,0
1151616099,1,46,3.828641396489095,89.08536585365853,1.6232492903979006,0,0.8913043478260869,0
1151616105,1,1,0,87.5,0.3010299956639812,0,1,0
1151616109,1,1,0,87.5,0.3010299956639812,0,1,0
1151616111,1,52,3.9512437185814275,56.47826086956522,1.1760912590556813,1,0.2692307692307692,0.17307692307692307
1151616125,1,22,3.091042453358316,87.97619047619048,1.3424226808222062,0,0.9545454545454546,0
1151616131,1,25,3.2188758248682006,87.6470588235294,1.255272505103306,0,0.68,0
1151616145,1,9,2.1972245773362196,43.5,0.47712125471966244,0.6020599913279624,0.2222222222222222,0.3333333333333333
1151616165,1,30,3.4011973816621555,67.91666666666667,0.9542425094393249,0.6989700043360189,0.26666666666666666,0.13333333333333333
1151616169,1,2,0.6931471805599453,90,0.3010299956639812,0,0.5,0
1151616171,1,166,5.111987788356544,76.8076923076923,1.0791812460476249,0.47712125471966244,0.06626506024096386,0.012048192771084338
1151616177,1,2,0.6931471805599453,91.25,0.47712125471966244,0,1,0
1151616189,1,18,2.8903717578961645,84.625,1.1760912590556813,0.47712125471966244,0.7777777777777778,0.1111111111111111
1151616197,1,92,4.5217885770490405,91.13095238095238,1.919078092376074,0.47712125471966244,0.8913043478260869,0.021739130434782608
1151616207,1,7,1.9459101490553132,79.5,0.7781512503836436,0,0.7142857142857143,0
1151616219,1,45,3.8066624897703196,90.44444444444444,1.662757831681574,0,1,0
1151616221,1,8,2.0794415416798357,95.71428571428571,0.9030899869919435,0,0.875,0
1151616227,1,3,1.0986122886681098,69.75,0.3010299956639812,0.3010299956639812,0.3333333333333333,0.3333333333333333
1151616229,1,2,0.6931471805599453,90,0.3010299956639812,0,0.5,0
1151616245,1,14,2.6390573296152584,88.2,1,0.3010299956639812,0.6428571428571429,0.07142857142857142
1151616249,1,1,0,87.5,0.3010299956639812,0,1,0
1151616255,1,8,2.0794415416798357,87.5,0.47712125471966244,0,0.25,0
1151616261,1,18,2.8903717578961645,92.08333333333333,1.1139433523068367,0,0.6666666666666666,0
1151616267,1,19,2.9444389791664403,88.47222222222223,1.2787536009528289,0,0.9473684210526315,0
1151616285,1,1,0,NaN,0,0,0,0
1151616287,1,2,0.6931471805599453,87.5,0.47712125471966244,0,1,0
1151616293,1,2,0.6931471805599453,87.5,0.47712125471966244,0,1,0
1151616295,1,12,2.4849066497880004,84.45,1,0.3010299956639812,0.75,0.08333333333333333
1151616307,1,16,2.772588722239781,85.65625,1.146128035678238,0.6020599913279624,0.8125,0.1875
1151616313,1,3,1.0986122886681098,87.5,0.3010299956639812,0,0.3333333333333333,0
1151616321,1,5,1.6094379124341003,91.66666666666667,0.6020599913279624,0,0.6,0
1151616333,1,10,2.302585092994046,98.25,1.0413926851582251,0,1,0
1151616335,1,2,0.6931471805599453,91.25,0.47712125471966244,0,1,0
1151616349,1,55,4.007333185232471,90,1.7323937598229686,0,0.9636363636363636,0
1151616351,1,5,1.6094379124341003,90,0.6989700043360189,0,0.8,0
1151616361,1,2,0.6931471805599453,95,0.47712125471966244,0,1,0
1151616373,1,2,0.6931471805599453,93.75,0.47712125471966244,0,1,0
1151616409,1,93,4.532599493153256,90.95205479452055,1.8692317197309762,0,0.7849462365591398,0
1151616421,1,26,3.258096538021482,91.85416666666667,1.3979400086720377,0,0.9230769230769231,0
1151616431,1,3,1.0986122886681098,87.5,0.6020599913279624,0,1,0
1151616433,1,129,4.859812404361672,88.875,2.0791812460476247,0.3010299956639812,0.9224806201550387,0.007751937984496124
1151616459,1,88,4.477336814478207,84.15517241379311,1.8573324964312685,1.2304489213782739,0.8068181818181818,0.18181818181818182
1151616461,1,3,1.0986122886681098,100,0.6020599913279624,0,1,0
1151616463,1,3,1.0986122886681098,92.5,0.3010299956639812,0,0.3333333333333333,0
1151616475,1,4,1.3862943611198906,83,0.6020599913279624,0,0.75,0
1151616481,1,5,1.6094379124341003,82.5,0.47712125471966244,0,0.4,0
1151616497,1,3,1.0986122886681098,77.5,0.3010299956639812,0,0.3333333333333333,0
1151616501,1,15,2.70805020110221,89.8,1.2041199826559248,0,1,0
1151616523,1,1,0,NaN,0,0,0,0
1151616561,1,7,1.9459101490553132,90,0.6989700043360189,0,0.5714285714285714,0
1151616563,1,1,0,87.5,0.3010299956639812,0,1,0
1151616613,1,5,1.6094379124341003,89,0.7781512503836436,0,1,0
1151616623,1,192,5.2574953720277815,80,0.8450980400142568,0,0.03125,0
1151616627,1,1,0,100,0.3010299956639812,0,1,0
1151616657,1,1,0,87.5,0.3010299956639812,0,1,0
1151616667,1,2,0.6931471805599453,90,0.47712125471966244,0,1,0
1151616701,1,34,3.5263605246161616,83.60714285714286,1.414973347970818,0.6020599913279624,0.7352941176470589,0.08823529411764706
1151616717,1,26,3.258096538021482,89.28571428571429,1.1760912590556813,0,0.5384615384615384,0
1151616737,1,1,0,67.5,0.3010299956639812,0,1,0
1151616757,1,13,2.5649493574615367,93.26923076923077,1.146128035678238,0,1,0
1151616761,1,9,2.1972245773362196,85.9375,0.9542425094393249,0,0.8888888888888888,0
1151616763,1,4,1.3862943611198906,87.5,0.6020599913279624,0,0.75,0
1151616787,1,27,3.295836866004329,89.0909090909091,1.0791812460476249,0,0.4074074074074074,0
1151616799,1,5,1.6094379124341003,82.5,0.3010299956639812,0,0.2,0
1151616809,1,1,0,NaN,0,0,0,0
1151616811,1,3,1.0986122886681098,87.5,0.6020599913279624,0,1,0
1151616825,1,1,0,82.5,0.3010299956639812,0,1,0
1151616837,1,10,2.302585092994046,96.11111111111111,1,0,0.9,0
1151616843,1,36,3.58351893845611,74.70588235294117,1.4313637641589874,0.9542425094393249,0.7222222222222222,0.2222222222222222
1151616861,1,30,3.4011973816621555,86.94642857142857,1.4471580313422192,0.3010299956639812,0.9,0.03333333333333333
1151616873,1,29,3.367295829986474,87.125,1.3222192947339193,0,0.6896551724137931,0
1151616875,1,2,0.6931471805599453,NaN,0,0,0,0
1151616919,1,16,2.772588722239781,78.66666666666667,0.8450980400142568,0,0.375,0
1151616921,1,1,0,87.5,0.3010299956639812,0,1,0
1151616939,1,14,2.6390573296152584,39.57692307692308,0.3010299956639812,1.1139433523068367,0.07142857142857142,0.8571428571428571
1151616967,1,1,0,87.5,0.3010299956639812,0,1,0
1151616973,1,2,0.6931471805599453,90,0.3010299956639812,0,0.5,0
1151616977,1,16,2.772588722239781,93,0.7781512503836436,0,0.3125,0
1151616983,1,6,1.791759469228055,89.375,0.6989700043360189,0,0.6666666666666666,0
1151616987,1,36,3.58351893845611,93.75,1.5185139398778875,0,0.8888888888888888,0
1151616993,1,1,0,67.5,0.3010299956639812,0,1,0
1151616997,1,14,2.6390573296152584,100,1.146128035678238,0,0.9285714285714286,0
1151617001,1,1,0,75,0.3010299956639812,0,1,0
1151617011,1,2,0.6931471805599453,97.5,0.47712125471966244,0,1,0
1151617017,1,7,1.9459101490553132,90.71428571428571,0.9030899869919435,0,1,0
1151617021,1,3,1.0986122886681098,88.33333333333333,0.6020599913279624,0,1,0
1151617023,1,3,1.0986122886681098,92.5,0.47712125471966244,0,0.6666666666666666,0
1151617025,1,8,2.0794415416798357,93.5,0.7781512503836436,0,0.625,0
1151617031,1,3,1.0986122886681098,87.5,0.3010299956639812,0,0.3333333333333333,0
1151617039,1,8,2.0794415416798357,78.21428571428571,0.9030899869919435,0,0.875,0
1151617043,1,40,3.6888794541139363,67.625,1.0791812460476249,0.7781512503836436,0.275,0.125
1151617049,1,53,3.970291913552122,92.26744186046511,1.6434526764861874,0,0.8113207547169812,0
1151617053,1,93,4.532599493153256,89.6067415730337,1.954242509439325,0,0.956989247311828,0
1151617095,1,6,1.791759469228055,92.5,0.7781512503836436,0,0.8333333333333334,0
1151617113,1,24,3.1780538303479458,90.23809523809524,1.3424226808222062,0,0.875,0
1151617115,1,11,2.3978952727983707,89.77272727272727,1.0791812460476249,0,1,0
1151617119,1,2,0.6931471805599453,100,0.47712125471966244,0,1,0
1151617127,1,4,1.3862943611198906,68.16666666666667,0.47712125471966244,0.3010299956639812,0.5,0.25
1151617151,1,16,2.772588722239781,88.90625,1.2304489213782739,0,1,0
1151617185,1,29,3.367295829986474,83.25,1.0413926851582251,0,0.3448275862068966,0
