caseid,totalnewsbinary,totalnewscount,totalnewsduration,log_news,totalvisits,log_total,total_news_score_duration,Average_domain_NewsG_Score_dv,Count_Reliable_NewsG_Score_dv,Count_Unreliable_NewsG_Score_dv,Prop_Reliable_NewsG_Score_dv,Prop_Unreliable_NewsG_Score_dv,partisanship_news_diet_dv,Prop_Reliable_NewsG_Score_dv_dur,Prop_Unreliable_NewsG_Score_dv_dur,Count_Unreliable_NewsG_Score_dv_dur,Count_Reliable_NewsG_Score_dv_dur,Average_domain_NewsG_Score_dv_dur
1150928967,1,132,2612,4.882801922586371,5360,8.586719254064848,2368,88.99545454545455,2.041392685158225,0.3010299956639812,0.8257575757575758,0.007575757575757576,0.8625641915863778,0.9058192955589587,7.656967840735069e-4,2,2366,89.84248310810811
1150928981,1,80,2376,4.382026634673881,1226,7.111512116496157,2347,84.96794871794872,1.863322860120456,0.8450980400142568,0.9,0.075,1.1391278781059584,0.8930976430976431,0.0946969696969697,225,2122,84.19578184916915
1150928985,1,11,690,2.3978952727983707,673,6.511745329644728,690,87,1.0413926851582251,0.3010299956639812,0.9090909090909091,0.09090909090909091,-0.336648447342664,0.9304347826086956,0.06956521739130435,48,642,89.70797101449276
1150928989,1,625,22010,6.437751649736401,7086,8.865876285425417,6812,79.46333333333334,2.0755469613925306,1.5185139398778875,0.1888,0.0512,0.6734367174314106,0.2573375738300772,0.052158109950022714,1148,5664,79.86164122137404
1150928999,1,52,2731,3.9512437185814275,2222,7.706162970199576,1016,87.28571428571429,1.3222192947339193,0.3010299956639812,0.38461538461538464,0.019230769230769232,-0.4094647286684562,0.3310142804833394,0.04101061882094471,112,904,82.7765748031496
1150929003,1,278,9123,5.627621113690637,3096,8.037866234709618,8842,89.65201465201466,2.437750562820388,0,0.9820143884892086,0,-0.408785353573776,0.9691987284884358,0,0,8842,89.65053155394708
1150929007,1,869,5918,6.767343125265392,10846,9.291551627401006,4877,75.05022156573116,2.741151598851785,2.1072099696478683,0.6329113924050633,0.14614499424626007,1.9693764473569433,0.727779655288949,0.09631632308212233,570,4307,78.10641787984417
1150929013,1,4019,109870,8.2987883944492,18851,9.844321241866913,108526,87.76169179657552,3.5911759503117913,1.146128035678238,0.9703906444389152,0.0032346354814630504,0.23431994547042398,0.9867388732137982,0.0010284882133430417,113,108413,87.76664578073456
1150929017,1,96,609,4.564348191467836,7598,8.935640333747571,261,91.52884615384616,1.724275869600789,0,0.5416666666666666,0,-0.0694465006852936,0.42857142857142855,0,0,261,91.70114942528735
1150929025,1,22,316,3.091042453358316,419,6.037870919922137,42,90.5,1.0413926851582251,0,0.45454545454545453,0,-0.46913245687363075,0.13291139240506328,0,0,42,90.17857142857143
1150929029,0,0,0,-Inf,409,6.013715156042802,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,0,0,NaN
1150929043,1,417,19351,6.0330862217988015,3080,8.03268487596762,19351,79.54196642685851,2.6201360549737576,0.3010299956639812,0.9976019184652278,0.002398081534772182,1.4837609887694578,0.982636556250323,0.017363443749677018,336,19015,77.69872358017673
1150929045,1,309,1098,5.733341276897746,1712,7.445417556701687,1073,89.95737704918032,2.48572142648158,0,0.9870550161812298,0,1.50880013523402,0.9772313296903461,0,0,1073,90.0121155638397
1150929061,1,180,19924,5.19295685089021,5644,8.638348312972704,5289,79.98290598290598,2.0211892990699383,1.146128035678238,0.5777777777777777,0.07222222222222222,1.3567409116460811,0.21903232282674162,0.04642642039751054,925,4364,78.00690111552278
1150929063,1,2080,54800,7.640123172695364,17857,9.790150867197125,48509,77.72850442939031,3.281714970027296,0.9030899869919435,0.9192307692307692,0.0033653846153846156,1.4411121766816397,0.8848722627737227,3.284671532846715e-4,18,48491,73.44450514337545
1150929067,1,1001,27817,6.90875477931522,4651,8.444837529224097,27207,89.00154004106776,2.989004615698537,0,0.973026973026973,0,NaN,0.9780709637991156,0,0,27207,89.11622009041791
1150929069,1,294,3667,5.683579767338681,9005,9.105535257610056,2170,89.90322580645162,2.3344537511509307,0.47712125471966244,0.7312925170068028,0.006802721088435374,-0.4465189266999415,0.5865830379056449,0.0051813471502590676,19,2151,90.1258064516129
1150929071,1,179,4798,5.187385805840755,5717,8.651199471263972,1144,60.86021505376344,1.6434526764861874,1.7075701760979363,0.24022346368715083,0.27932960893854747,1.1075320354814822,0.12817840766986244,0.110254272613589,529,615,67.59833916083916
1150929073,1,226,8070,5.420534999272286,3924,8.274866820685254,7983,90.89237668161435,2.3242824552976926,1.146128035678238,0.9292035398230089,0.05752212389380531,-0.7345165260337638,0.937918215613383,0.051301115241635685,414,7569,91.95596893398472
1150929075,1,7,37,1.9459101490553132,1688,7.431299675155903,12,87.5,0.6020599913279624,0,0.42857142857142855,0,NaN,0.32432432432432434,0,0,12,87.5
1150929089,1,230,11384,5.438079308923196,1771,7.479299637782834,7779,94.43181818181819,2.1903316981702914,0,0.6695652173913044,0,-0.4010377647684127,0.6833274771609276,0,0,7779,94.37363414320606
1150929097,1,4221,157285,8.347827345782498,25480,10.145649109686099,149139,85.8855,3.601842789782098,0.6020599913279624,0.9469320066334992,7.107320540156361e-4,-0.9683201782027329,0.9476809613122675,5.277044854881266e-4,83,149056,87.77677535721709
1150929105,0,0,0,-Inf,75,4.31748811353631,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,0,0,NaN
1150929113,1,468,6387,6.148468295917647,9564,9.165761328578215,2233,89.53846153846153,2.591064607026499,0.3010299956639812,0.8311965811965812,0.002136752136752137,-0.5655880931634626,0.34695475183967434,0.0026616564897447943,17,2216,88.42476489028213
1150929127,1,390,7145,5.966146739123692,11997,9.392411897514927,3418,86.31221719457014,2.3384564936046046,0.6989700043360189,0.5564102564102564,0.010256410256410256,0.22331667950701342,0.471518544436669,0.006857942617214835,49,3369,84.53700994733762
1150929129,1,326,5203,5.786897381366708,17903,9.792723575551273,77,93.75,1.0413926851582251,0,0.03067484662576687,0,0.06488225688147248,0.014799154334038054,0,0,77,86.23376623376623
1150929135,1,429,8114,6.061456918928017,5489,8.610501368549889,207,93.57142857142857,0.9030899869919435,0,0.016317016317016316,0,-0.47467677856516,0.025511461671185606,0,0,207,97.5
1150929145,1,157,2290,5.056245805348308,6470,8.774931387494947,2198,89.79865771812081,2.1760912590556813,0,0.9490445859872612,0,-0.29962028971283067,0.959825327510917,0,0,2198,90.03412192902638
1150929153,1,1051,50838,6.957497370876951,8938,9.098067129493398,46377,96.24136008918617,2.9489017609702137,1,0.8449096098953378,0.008563273073263558,-0.4913641803968199,0.907529800542901,0.004720878083323498,240,46137,96.64722815188563
1150929155,1,77,4638,4.343805421853684,17046,9.743670851082243,4056,97.45,1.7075701760979363,0,0.6493506493506493,0,-0.408785353573776,0.8745148771021992,0,0,4056,99.78858481262327
1150929161,1,80,9774,4.382026634673881,3215,8.07558263667172,9774,88.34375,1.9084850188786497,0,1,0,-0.00915148676088343,1,0,0,9774,87.77470841006753
1150929165,1,298,5894,5.697093486505405,5893,8.681520484837913,1899,89.9375,1.7993405494535817,0.47712125471966244,0.2080536912751678,0.006711409395973154,0.9185039561749162,0.3138785205293519,0.00831353919239905,49,1850,88.08530805687204
1150929173,1,14,1140,2.6390573296152584,2454,7.805474625270857,613,91.25,0.6989700043360189,0,0.2857142857142857,0,NaN,0.537719298245614,0,0,613,92.94861337683524
1150929175,1,892,15418,6.79346613258001,24169,10.092826099237977,13439,88.92587939698493,2.8992731873176036,0.6989700043360189,0.8878923766816144,0.004484304932735426,0.5834185305701967,0.871384096510572,2.594370216629913e-4,4,13435,87.28677728997694
1150929179,1,535,6727,6.282266746896006,6591,8.79346036105272,6065,89.8003992015968,2.7007037171450192,0,0.9364485981308411,0,-0.2807679419571456,0.901590605024528,0,0,6065,89.95300906842539
1150929189,1,120,1100,4.787491742782046,15656,9.658609509075912,369,90.86363636363636,1.7481880270062005,0,0.4583333333333333,0,0.35412310564272204,0.33545454545454545,0,0,369,90.2710027100271
1150929195,1,26,149,3.258096538021482,297,5.6937321388027,149,90.38461538461539,1.4313637641589874,0,1,0,NaN,1,0,0,149,90.33557046979865
1150929199,1,118,5073,4.770684624465665,7296,8.895081531754167,4803,84.91228070175438,2.060697840353612,0,0.9661016949152542,0,-0.30579297196773497,0.9467770549970431,0,0,4803,86.13002290235269
1150929203,1,22213,647704,10.008432982057622,52013,10.859248966318772,647704,87.98991581506326,4.346587664800529,0.47712125471966244,0.9999099626344933,9.003736550668528e-5,-1.0443442337919566,0.9999104529229401,8.954707705989155e-5,58,647646,87.90145575756827
1150929215,1,5,205,1.6094379124341003,6185,8.729882284826589,205,77.5,0.6989700043360189,0.3010299956639812,0.8,0.2,NaN,0.6878048780487804,0.3121951219512195,64,141,68.32926829268293
1150929223,1,96,4367,4.564348191467836,10891,9.295692039075686,4087,77.51204819277109,1.919078092376074,0.3010299956639812,0.8541666666666666,0.010416666666666666,1.284382511715992,0.9086329287840623,0.027249828257384933,119,3968,78.00183508686078
1150929227,1,7,1004,1.9459101490553132,462,6.135564891081739,16,85,0.6020599913279624,0,0.42857142857142855,0,NaN,0.01593625498007968,0,0,16,82.96875
1150929237,1,641,8564,6.46302945692067,13138,9.483264073452418,8321,93.01863857374393,2.790988475088816,0,0.9625585023400937,0,0.031974641227115,0.9716254086875292,0,0,8321,95.73699074630453
1150929239,1,102,701,4.624972813284271,1164,7.059617628291383,486,87.2764705882353,1.8920946026904804,0.9542425094393249,0.7549019607843137,0.0784313725490196,-0.8669614153736751,0.6319543509272468,0.06134094151212553,43,443,90.58847736625515
1150929241,1,541,23149,6.293419278846481,3191,8.068089626278244,23042,77.69832402234637,2.6857417386022635,1.7323937598229686,0.8946395563770795,0.09796672828096119,1.9738386883793941,0.8920039742537474,0.10337379584431293,2393,20649,75.75381911292422
1150929249,1,791,46855,6.673297967767654,6377,8.760453046315272,42669,87.48901903367496,2.835056101720116,0,0.8634639696586599,0,-0.24651900785355957,0.9106605485006937,0,0,42669,87.57774965431578
1150929251,1,155,1610,5.043425116919247,2778,7.9294865233142895,1458,79.5,2.155336037465062,0,0.9161290322580645,0,0.20543919964292232,0.9055900621118013,0,0,1458,78.15980795610425
1150929263,1,28,1172,3.332204510175204,2242,7.715123603632105,1127,89.23076923076923,1.4313637641589874,0,0.9285714285714286,0,NaN,0.96160409556314,0,0,1127,89.07275953859805
1150929271,1,84,3361,4.430816798843313,2022,7.611842399580417,2759,91.69117647058823,1.8388490907372552,0,0.8095238095238095,0,-0.3563159973257698,0.8208866408806903,0,0,2759,92.48006524102937
1150929273,1,265,15520,5.579729825986222,2302,7.741533589281828,15520,89.49056603773585,2.424881636631067,0,1,0,-0.556524128475181,1,0,0,15520,89.47100515463917
1150929277,1,220,7407,5.393627546352362,4552,8.423321975806166,7165,87.08536585365853,2.3138672203691533,0,0.9318181818181818,0,NaN,0.9673282030511678,0,0,7165,87.70551290997906
1150929297,1,145,6701,4.976733742420574,876,6.775366090936392,3156,69.81967213114754,1.6020599913279623,1.3617278360175928,0.2689655172413793,0.15172413793103448,1.65109442404827,0.3023429338904641,0.16863154753021936,1130,2026,69.4540557667934
1150929311,1,1176,27907,7.069874128458572,11240,9.327234123447681,12799,88.39823529411764,2.9190780923760737,1.3424226808222062,0.7049319727891157,0.017857142857142856,0.7979752779909012,0.4532912889239259,0.005339162217364819,149,12650,89.19700757871709
1150929313,1,583,24725,6.368187186350492,7623,8.938925271988273,22481,88.28383458646617,2.7259116322950483,0.3010299956639812,0.9108061749571184,0.0017152658662092624,-0.6420043859776152,0.9079474216380182,0.0012942366026289182,32,22449,88.70830923891286
1150929317,1,487,32600,6.18826412308259,6817,8.827174771362785,821,82.11538461538461,1.591064607026499,0.3010299956639812,0.07802874743326489,0.002053388090349076,-0.22040847945781628,0.025122699386503067,6.134969325153375e-5,2,819,77.97929354445797
1150929319,1,619,116953,6.428105272684596,3777,8.236685322712457,116953,87.54846526655896,2.792391689498254,0,1,0,-0.408785353573776,1,0,0,116953,87.5006626593589
1150929321,1,24,106,3.1780538303479458,3869,8.260751354700513,58,87.5,1.1760912590556813,0,0.5833333333333334,0,NaN,0.5471698113207547,0,0,58,87.5
1150929331,1,632,63108,6.448889394146858,6614,8.796943893541737,47550,71.21308411214953,2.72916478969277,0,0.8465189873417721,0,1.4183980497514528,0.7534702414907777,0,0,47550,71.02169295478444
1150929337,1,80,974,4.382026634673881,6549,8.787067645218054,496,90.5,1.6127838567197355,0,0.5,0,NaN,0.5092402464065708,0,0,496,86.31048387096774
1150929345,1,22,169,3.091042453358316,355,5.872117789475416,77,91.125,1.3222192947339193,0,0.9090909090909091,0,-0.442869332990842,0.4556213017751479,0,0,77,90.42207792207792
1150929355,1,540,20866,6.29156913955832,7606,8.936692688488204,16485,62.95157068062827,2.4409090820652177,2.03342375548695,0.5092592592592593,0.19814814814814816,1.4812630445539652,0.569011789514042,0.22102942586025112,4612,11873,66.52617531088869
1150929359,1,113,67038,4.727387818712341,753,6.6240652277998935,14240,90,1.255272505103306,0,0.1504424778761062,0,NaN,0.2124168382111638,0,0,14240,90
1150929361,1,105,8385,4.653960350157523,1580,7.365180126021013,548,90.13157894736842,1.591064607026499,0,0.3619047619047619,0,NaN,0.06535480023852117,0,0,548,90.02737226277372
1150929369,1,99,35366,4.59511985013459,1666,7.418180822726788,30645,92.76086956521739,1.845098040014257,0,0.696969696969697,0,0.2420459459969,0.8665102075439688,0,0,30645,91.77927883830968
1150929371,1,32,2665,3.4657359027997265,6848,8.831711917821577,2305,91.08333333333333,1.4913616938342726,0,0.9375,0,NaN,0.8649155722326454,0,0,2305,90.14967462039046
1150929373,1,980,78834,6.887552571664617,3386,8.12740456269308,74619,88.82415254237289,2.975431808509263,0,0.963265306122449,0,-0.8147779647486288,0.9465332217063703,0,0,74619,88.26428255538134
1150929375,1,658,6802,6.489204931325317,8256,9.018695487721343,6056,89.8766339869281,2.787460474518415,0,0.9300911854103343,0,-0.16437094387068268,0.8903263745957072,0,0,6056,89.80622523117569
1150929377,1,44,5249,3.784189633918261,825,6.715383386334681,675,92.5,1.2041199826559248,0,0.3409090909090909,0,-0.2635331422035553,0.12859592303295866,0,0,675,88.97037037037038
1150929381,1,83,2927,4.418840607796598,7728,8.952605375892354,2392,87.4620253164557,1.8976270912904414,0.3010299956639812,0.9397590361445783,0.012048192771084338,0.655300204878392,0.7861291424666894,0.031089853091902972,91,2301,88.40280100334448
1150929389,1,104,1108,4.6443908991413725,1905,7.552237287560802,1023,90,1.9590413923210936,0,0.8653846153846154,0,NaN,0.9232851985559567,0,0,1023,91.50537634408602
1150929395,1,21,766,3.044522437723423,879,6.778784897685177,597,90,1.1139433523068367,0,0.5714285714285714,0,NaN,0.779373368146214,0,0,597,90.17169179229481
1150929403,1,46,2784,3.828641396489095,3300,8.101677747454572,2784,86.8586956521739,1.6720978579357175,0,1,0,0.5950873667865066,1,0,0,2784,87.41145833333333
1150929411,1,114,20729,4.736198448394496,2592,7.860185057472165,9334,67.91818181818182,1.6434526764861874,1.1139433523068367,0.37719298245614036,0.10526315789473684,1.307854644344706,0.3507163876694486,0.09957064981426986,2064,7270,67.07338761517035
1150929413,1,693,132652,6.541029999189903,2502,7.824845691026856,88222,85.41891891891892,2.6954816764901977,1.380211241711606,0.7142857142857143,0.03318903318903319,0.181279617765924,0.631042125260079,0.034021349093869675,4513,83709,84.2976581804992
1150929415,1,343,90843,5.8377304471659395,2853,7.9561263512135,86039,77.85474006116208,2.3636119798921444,1.9912260756924949,0.6705539358600583,0.282798833819242,-1.3365084009221186,0.7522869125854497,0.1948306418766443,17699,68340,83.53917990678646
1150929417,1,199,14980,5.293304824724492,4402,8.389814262086407,12249,97.17391304347827,2.143014800254095,0,0.6934673366834171,0,-0.4776869256323512,0.8176902536715621,0,0,12249,98.96154788145971
1150929419,1,604,7088,6.403574197934815,5759,8.658519127506672,6326,85.61769911504425,2.737987326333431,1.3010299956639813,0.9039735099337748,0.03145695364238411,1.2725014786576994,0.8747178329571106,0.017776523702031602,126,6200,86.5177837496048
1150929425,1,30,972,3.4011973816621555,1847,7.52131798019924,607,88.52941176470588,1.255272505103306,0,0.5666666666666667,0,-0.720045061591397,0.6244855967078189,0,0,607,87.72240527182866
1150929431,1,161,2133,5.081404364984463,4433,8.396831834745054,2117,89.12751677852349,2.1760912590556813,0,0.9254658385093167,0,NaN,0.992498827941866,0,0,2117,89.10604629192254
1150929439,1,231,11210,5.442417710521793,2513,7.829232537543592,10294,90.81862745098039,2.3096301674258988,0.3010299956639812,0.8787878787878788,0.004329004329004329,-0.39256420277132953,0.9173059768064228,9.812667261373774e-4,11,10283,90.71541674761997
1150929445,1,389,36245,5.963579343618446,3359,8.119398589612294,24309,71.73272727272727,2.429752280002408,0.9030899869919435,0.6889460154241646,0.017994858611825194,1.4191548318726996,0.6656642295489033,0.005021382259622017,182,24127,80.87767904891193
1150929451,1,33,1348,3.4965075614664802,872,6.77078942390898,922,81.94444444444444,1.2787536009528289,0,0.5454545454545454,0,-0.6816152777788216,0.6839762611275965,0,0,922,81.59978308026031
1150929455,1,93,2211,4.532599493153256,531,6.274762021241939,2143,88.21022727272727,1.9493900066449128,0,0.946236559139785,0,-1.02367262199209,0.9692446856625961,0,0,2143,87.84297713485768
1150929463,1,418,22210,6.035481432524756,1391,7.237778191923443,21525,69.672,2.399673721481038,2.100370545117563,0.5980861244019139,0.29904306220095694,1.8526357463788357,0.6769923457901846,0.2921656911301216,6489,15036,71.63423925667828
1150929469,1,873,37928,6.771935555839602,5378,8.59007183682881,3926,76.11842105263158,1.7853298350107671,1.2304489213782739,0.06872852233676977,0.018327605956471937,0.9215106988582766,0.06828728116431133,0.0352246361527104,1336,2590,70.9144167091187
1150929473,1,6,245,1.791759469228055,480,6.173786103901937,152,75,0.3010299956639812,0,0.16666666666666666,0,NaN,0.6204081632653061,0,0,152,75
1150929481,1,137,19324,4.919980925828125,1281,7.155396301896734,18941,94.04411764705883,2.1335389083702174,0.3010299956639812,0.9854014598540146,0.0072992700729927005,-0.618494081343325,0.9750569240322915,0.005123162906230594,99,18842,96.65804339791985
1150929485,1,311,10760,5.739792912179234,7683,8.946765374867635,9602,85.1117216117216,2.346352974450639,1.724275869600789,0.7106109324758842,0.16720257234726688,-0.2263366466679397,0.6479553903345725,0.24442379182156135,2630,6972,81.43662778587795
1150929487,1,6892,107280,8.83811659764782,47710,10.772896298510153,18782,91.38967766692248,3.4153072922255676,0.7781512503836436,0.3773940800928613,7.254788160185723e-4,0.05624625976946313,0.1748042505592841,2.703206562266965e-4,29,18753,91.04541582366095
1150929493,1,988,27816,6.895682697747868,6866,8.834336974017637,4067,90.84939759036145,1.9138138523837167,0.47712125471966244,0.08198380566801619,0.0020242914979757085,-0.531665000988221,0.1458153580672994,3.9545585274662067e-4,11,4056,89.91836734693878
1150929509,1,966,106131,6.873163834212518,2786,7.932362154339751,103737,92.57060063224446,2.9609461957338312,1.568201724066995,0.9451345755693582,0.037267080745341616,-0.3794113404936799,0.9723831868162931,0.005059784605817339,537,103200,95.5449502106288
1150929515,1,1097,9586,7.00033446027523,13314,9.496571392160648,5390,91.1191011235955,2.949877704036875,0,0.8113035551504102,0,-0.5104866905035782,0.5622783225537242,0,0,5390,92.12050092764379
1150929517,1,96,8788,4.564348191467836,965,6.872128101338986,7541,95.15822784810126,1.9030899869919435,0,0.8229166666666666,0,-0.9467675404555399,0.8581019572143832,0,0,7541,94.35784378729612
1150929525,1,151,4431,5.017279836814924,2660,7.886081401775745,4417,85.51333333333334,2.1702617153949575,0.6020599913279624,0.9735099337748344,0.019867549668874173,1.649307264881395,0.8731663281426315,0.1236741141954412,548,3869,77.17693004301562
1150929531,1,147,6432,4.990432586778736,1480,7.299797366758161,6432,54.80952380952381,1.662757831681574,2.012837224705172,0.30612244897959184,0.6938775510204082,-0.09340771284497205,0.2856032338308458,0.7143967661691543,4595,1837,49.79329912935324
1150929535,1,7,226,1.9459101490553132,1387,7.234898420314831,15,89.16666666666667,0.6020599913279624,0,0.42857142857142855,0,-1.4317330125049,0.06637168141592921,0,0,15,88.66666666666667
1150929537,1,396,2649,5.981414211254481,5274,8.570544366913232,2526,89.92411924119241,2.56702636615906,0.3010299956639812,0.9292929292929293,0.0025252525252525255,0.485440444295007,0.9531898829747074,3.7750094375235937e-4,1,2525,89.7929532858274
1150929541,1,610,10307,6.413458957167357,4507,8.413387022690648,528,88.8943661971831,1.845098040014257,0.47712125471966244,0.11311475409836065,0.003278688524590164,NaN,0.04307752013194916,0.008149801106044435,84,444,83.10227272727273
1150929559,1,142,5711,4.955827057601261,1540,7.3395376954076745,4940,58.04296875,1.4471580313422192,2.0086001717619175,0.19014084507042253,0.7112676056338029,-0.9598374014201182,0.15496410436000702,0.7100332691297496,4055,885,56.2332995951417
1150929575,1,221,4986,5.3981627015177525,6681,8.807022955925477,3838,88.08333333333333,2.1760912590556813,0.3010299956639812,0.6742081447963801,0.004524886877828055,-0.26751817761998226,0.7655435218612114,0.00421179302045728,21,3817,88.2529963522668
1150929577,1,57,1833,4.04305126783455,2956,7.991592282068092,1049,87.53703703703704,1.4471580313422192,0,0.47368421052631576,0,-0.06561097908437025,0.5722858701582105,0,0,1049,87.54575786463299
1150929603,1,5,10921,1.6094379124341003,176,5.170483995038151,10834,75,0.47712125471966244,0,0.4,0,NaN,0.9920336965479352,0,0,10834,75
1150929619,1,763,28821,6.637258031284457,8629,9.062883902508307,24373,83.83017377567141,2.7259116322950483,2.012837224705172,0.6959370904325033,0.13368283093053734,0.7535320343534617,0.6901564831199473,0.1555116061205371,4482,19891,81.63194928814671
1150929643,1,26,462,3.258096538021482,1540,7.3395376954076745,462,89.61538461538461,1.4313637641589874,0,1,0,-0.14143651462817627,1,0,0,462,92.58658008658008
1150929651,1,69,1675,4.23410650459726,1729,7.455298485683291,729,87.5,1.1139433523068367,0,0.17391304347826086,0,NaN,0.43522388059701494,0,0,729,88.30932784636488
1150929653,1,66,2685,4.189654742026425,6523,8.783089671796096,2160,89.52830188679245,1.7323937598229686,0,0.803030303030303,0,0.33693059664632,0.8044692737430168,0,0,2160,91.85185185185185
1150929657,1,36,4764,3.58351893845611,595,6.38856140554563,0,NaN,0,0,0,0,NaN,0,0,0,0,NaN
1150929665,1,423,6480,6.0473721790462776,3704,8.21716859576607,176,88.08333333333333,1.6232492903979006,0.3010299956639812,0.09692671394799054,0.002364066193853428,NaN,0.026234567901234566,9.25925925925926e-4,6,170,90.01136363636364
1150929681,1,311,88063,5.739792912179234,12390,9.424644974623188,48017,94.27906976744185,2.113943352306837,0,0.41479099678456594,0,0.2637865431300136,0.5452573725628244,0,0,48017,94.45272507653539
1150929685,1,65,2988,4.174387269895637,1664,7.416979621381154,2941,87.03125,1.8129133566428555,0,0.9846153846153847,0,-0.4188362613913967,0.9842704149933066,0,0,2941,87.53145188711322
1150929689,1,853,27486,6.748759547491679,3484,8.155936337972394,11021,66.70262390670554,2.482873583608754,1.6127838567197355,0.3552168815943728,0.04689331770222743,2.185988798978717,0.35367095976133306,0.04729680564651095,1300,9721,65.55135650122493
1150929731,1,10,524,2.302585092994046,3110,8.04237800517328,373,99.44444444444444,1,0,0.9,0,NaN,0.7118320610687023,0,0,373,99.50402144772119
1150929733,1,704,23187,6.556778356158042,5750,8.656955133791396,23135,93.2475035663338,2.846337112129805,0,0.9957386363636364,0,-0.4282645446950593,0.9977573640401949,0,0,23135,94.63658958288308
1150929735,1,32,1588,3.4657359027997265,1460,7.286191714702382,1409,94.25,1.3979400086720377,0,0.75,0,0.07899053520482391,0.8872795969773299,0,0,1409,91.7207239176721
1150929739,1,167,6623,5.117993812416755,7677,8.945984124827898,6493,86.62576687116564,2.2121876044039577,0.3010299956639812,0.9700598802395209,0.005988023952095809,NaN,0.9758417635512607,0.0045296693341386075,30,6463,86.13853380563684
1150929745,1,73,824,4.290459441148391,1801,7.496097345175956,700,90.08064516129032,1.7993405494535817,0,0.8493150684931506,0,NaN,0.8495145631067961,0,0,700,93.88214285714285
1150929763,1,117,6411,4.762173934797756,10854,9.29228895462335,5133,84.88571428571429,1.845098040014257,0.3010299956639812,0.5897435897435898,0.008547008547008548,-0.05994569849470499,0.7842770238652317,0.016378100140383715,105,5028,90.03019676602376
1150929769,1,4,1336,1.3862943611198906,733,6.597145701886651,932,90,0.6020599913279624,0,0.75,0,-0.35139100321816,0.6976047904191617,0,0,932,98.2618025751073
1150929775,1,202,9442,5.308267697401205,1835,7.51479976048867,9437,89.66169154228855,2.303196057420489,0.3010299956639812,0.9900990099009901,0.0049504950495049506,NaN,0.9944926922262233,0.004977758949375132,47,9390,89.5235774080746
1150929779,1,41,2579,3.713572066704308,4282,8.362175469149628,2553,87.62820512820512,1.5314789170422551,0.8450980400142568,0.8048780487804879,0.14634146341463414,-0.8535845889804813,0.9069406746801085,0.08297789841023652,214,2339,90.96220133176655
1150929781,1,78,3900,4.356708826689592,2683,7.894690850425624,3814,75.33116883116882,1.8692317197309762,0.6989700043360189,0.9358974358974359,0.05128205128205128,2.2795291833744273,0.9312820512820513,0.04666666666666667,182,3632,75.95673833245937
1150929785,1,3696,93846,8.215006432761575,6689,8.808219665118408,1067,94.125,1.3222192947339193,0,0.005411255411255411,0,-0.0332736263944894,0.01136969076998487,0,0,1067,91.89315838800376
1150929799,1,9,498,2.1972245773362196,1159,7.055312843339752,452,74.28571428571429,0.9030899869919435,0,0.7777777777777778,0,-0.5410134607258552,0.9076305220883534,0,0,452,83.53982300884955
1150929837,1,286,14311,5.655991810819852,2456,7.806289289267033,12692,92.5984555984556,2.404833716619938,0.8450980400142568,0.8846153846153846,0.02097902097902098,-0.4060484512766222,0.86213402277968,0.024736216896093913,354,12338,92.02548849669083
1150929839,0,0,0,-Inf,472,6.156978985585555,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,0,0,NaN
1151615859,1,311,30713,5.739792912179234,5923,8.686598356276965,530,93.90625,1.2304489213782739,0,0.05144694533762058,0,0.7972976621598934,0.01725653632012503,0,0,530,87.79716981132076
1151615863,1,1216,9624,7.103322062526113,50161,10.822993111312226,8572,91.96611810261375,3.0068937079479006,1.2787536009528289,0.834703947368421,0.014802631578947368,-1.13570673284427,0.8492310889443059,0.04145885286783042,399,8173,92.60026831544563
1151615867,1,30,966,3.4011973816621555,1671,7.421177528595393,739,90.92105263157895,1.3010299956639813,0,0.6333333333333333,0,0.371315614639124,0.7650103519668737,0,0,739,88.59607577807849
1151615873,1,675,13805,6.51471269087253,32569,10.391116194697917,3572,90.12103174603175,2.403120521175818,0,0.37333333333333335,0,0.26389483270610603,0.2587468308583846,0,0,3572,90.02715565509519
1151615875,1,216,4481,5.375278407684165,1564,7.355001921105257,181,89.97222222222223,1.2787536009528289,0,0.08333333333333333,0,0.3437230206586011,0.0403927694711002,0,0,181,93.90883977900552
1151615881,1,115,3499,4.74493212836325,4491,8.409830673087738,736,92.63513513513513,1.5797835966168101,0,0.3217391304347826,0,-0.40754128477639834,0.21034581308945413,0,0,736,92.99252717391305
1151615893,1,49,1857,3.8918202981106265,942,6.848005274576363,825,79.89285714285714,1.462397997898956,0,0.5714285714285714,0,2.4333850305041453,0.44426494345718903,0,0,825,85.20060606060606
1151615897,1,466,2725,6.1441856341256456,6885,8.837100411162755,2561,88.43985849056604,2.615950051656401,1.1139433523068367,0.8841201716738197,0.02575107296137339,1.1768097108930176,0.9277064220183486,0.012110091743119266,33,2528,89.38852010933229
1151615901,1,91,3436,4.51085950651685,1070,6.975413927455952,2798,88.34615384615384,1.8920946026904804,0.3010299956639812,0.8461538461538461,0.01098901098901099,-0.2387623303575132,0.8125727590221188,0.0017462165308498253,6,2792,88.08488205861329
