caseid,totalnewsbinary,totalnewscount,totalnewsduration,log_news,totalvisits,log_total,total_news_score_duration,Average_domain_NewsG_Score,Count_Reliable_NewsG_Score,Count_Unreliable_NewsG_Score,Prop_Reliable_NewsG_Score,Prop_Unreliable_NewsG_Score,partisanship_news_diet,Prop_Reliable_NewsG_Score_dur,Prop_Unreliable_NewsG_Score_dur,Count_Unreliable_NewsG_Score_dur,Count_Reliable_NewsG_Score_dur,Average_domain_NewsG_Score_dur
1149913375,1,488,22523,6.1903154058531475,7103,8.86827250899781,5619,90.4308943089431,2.3909351071033793,0.3010299956639812,0.5020491803278688,0.0020491803278688526,-0.8210155710994219,0.24938951294232561,8.879811747990943e-5,2,5617,91.72806549208045
1149913377,1,837,39967,6.729824070489475,11146,9.318835968129482,23364,91.79868708971554,2.651278013998144,1.0413926851582251,0.5340501792114696,0.011947431302270013,-0.30246564054817404,0.5741987139389997,0.010383566442314909,415,22949,92.23570450265366
1149913387,1,253,5002,5.53338948872752,2779,7.929846429742503,5002,96.699604743083,2.404833716619938,0,1,0,-1.017979433572109,1,0,0,5002,96.26699320271891
1149913393,1,95,2904,4.553876891600541,963,6.870053411798126,879,87.5,1.4771212547196624,0,0.30526315789473685,0,NaN,0.30268595041322316,0,0,879,87.5
1149913395,1,197,7356,5.2832037287379885,704,6.556778356158042,1716,94.2741935483871,1.505149978319906,0,0.15736040609137056,0,-0.17615366584721473,0.233278955954323,0,0,1716,93.32459207459208
1149913397,1,170,24854,5.135798437050262,1876,7.53689712956617,18382,91.01086956521739,2.130333768495006,0.6989700043360189,0.788235294117647,0.023529411764705882,-0.40491751346026056,0.7270861833105335,0.012513076365977307,311,18071,89.83948971820259
1149913399,1,495,19247,6.20455776256869,2238,7.71333788887187,18237,64.34205020920503,2.5276299008713385,2.155336037465062,0.6787878787878788,0.2868686868686869,1.1611704144299027,0.7425053255052736,0.20501896399438874,3946,14291,72.40686516422657
1149913405,1,94,2970,4.543294782270004,569,6.343880434126331,2582,87.67857142857143,1.9294189257142926,0,0.8936170212765957,0,NaN,0.8693602693602693,0,0,2582,86.40395042602634
1149913409,1,417,30138,6.0330862217988015,2875,7.963807953231451,30063,87.98192771084338,2.6190933306267428,0,0.9952038369304557,0,-0.1989547654378706,0.9975114473422257,0,0,30063,89.20142700329309
1149913413,1,38,755,3.6375861597263857,767,6.642486801367256,402,96.11111111111111,1.4471580313422192,0,0.7105263157894737,0,0.33693059664632,0.5324503311258278,0,0,402,93.99253731343283
1149913415,1,231,3453,5.442417710521793,4621,8.438366410870266,2363,90.39090909090909,2.220108088040055,0,0.7142857142857143,0,-0.13696899699843296,0.6843324645236026,0,0,2363,90.58506136267457
1149913417,1,187,1377,5.231108616854587,1667,7.418780882750794,1289,93.52857142857142,2.24551266781415,0,0.9358288770053476,0,0.33428517660570967,0.9360929557007989,0,0,1289,95.93289371605896
1149913421,1,381,7791,5.942799375126701,2584,7.857093864902493,6182,91.26060606060607,2.510545010206612,0.9030899869919435,0.847769028871391,0.01837270341207349,-0.48357701723046886,0.7921961237325119,0.001283532280836863,10,6172,90.51172759624717
1149913427,1,69,4321,4.23410650459726,4785,8.473241303887054,3205,90.25,1.6532125137753437,0.47712125471966244,0.6376811594202898,0.028985507246376812,-0.43845724583780804,0.7079379773200648,0.033788474890071744,146,3059,90.12776911076443
1149913433,1,968,14558,6.875232087276577,6192,8.731013415269564,14176,91.64536741214057,2.9731278535996988,0,0.9700413223140496,0,-0.4498858402010153,0.9737601318862481,0,0,14176,91.7998730248307
1149913435,1,4,160,1.3862943611198906,158,5.062595033026967,158,86.66666666666667,0.6020599913279624,0,0.75,0,NaN,0.9875,0,0,158,94.60443037974683
1149913439,1,5,289,1.6094379124341003,1307,7.175489713624222,289,96.5,0.7781512503836436,0,1,0,-0.4582278955825605,1,0,0,289,97.04152249134948
1149913441,1,60,3174,4.0943445622221,1100,7.003065458786462,2544,94.88095238095238,1.6232492903979006,0.3010299956639812,0.6833333333333333,0.016666666666666666,-0.6972975564546657,0.777882797731569,0.023629489603024575,75,2469,94.16764937106919
1149913443,1,546,18295,6.302618975744905,2059,7.629975707027789,29,95.83333333333333,0.6020599913279624,0,0.005494505494505495,0,NaN,0.0015851325498770156,0,0,29,94.56896551724138
1149913445,1,1041,26019,6.947937068614969,6632,8.79966169681513,25704,70.89497487437185,2.9951962915971793,0.9030899869919435,0.9490874159462056,0.0067243035542747355,1.4647060429237302,0.9875859948499174,3.074676198162881e-4,8,25696,69.94557267351385
1149913453,1,208,6595,5.337538079701318,5076,8.532278828834277,6004,91.65745856353591,2.2600713879850747,0,0.8701923076923077,0,-0.6558000977148413,0.9103866565579984,0,0,6004,92.76232511658894
1149913455,1,1519,32391,7.325807502595773,6217,8.735042754269337,31497,66.09013022618231,3.041787318971752,2.5563025007672873,0.7241606319947334,0.23633969716919026,1.6757239200339813,0.9245160692785033,0.04788367139020098,1551,29946,68.5288916404737
1149913467,1,903,44069,6.805722553416985,2463,7.809135398120538,2874,87.73529411764706,1.7075701760979363,0.3010299956639812,0.05537098560354374,0.0011074197120708748,-0.412859926415944,0.0651478363475459,6.80750641040187e-5,3,2871,88.44154488517745
1149913475,1,130,7275,4.867534450455582,1864,7.530479995245536,3234,94.54819277108433,1.919078092376074,0.3010299956639812,0.6307692307692307,0.007692307692307693,-0.5084037580689535,0.4406872852233677,0.0038487972508591066,28,3206,94.98531230674088
1149913477,1,264,13370,5.575949103146316,1511,7.32052696227274,12916,89.13725490196079,2.4082399653118496,0,0.9659090909090909,0,-0.5467550967484885,0.9660433807030666,0,0,12916,89.99070919789409
1149913483,1,172,4589,5.147494476813453,1430,7.265429723253953,4539,89.6189024390244,2.2174839442139063,0,0.9534883720930233,0,NaN,0.9891043800392242,0,0,4539,89.11324080193876
1149913511,1,725,17861,6.586171654854675,7659,8.943636705909594,7431,90.43034825870647,2.287801729930226,0.9542425094393249,0.26620689655172414,0.011034482758620689,-0.3647595064535094,0.3984659313588265,0.017580202676221936,314,7117,89.94657515812138
1149913513,1,3,264,1.0986122886681098,355,5.872117789475416,112,81,0.47712125471966244,0,0.6666666666666666,0,2.2251307300538,0.42424242424242425,0,0,112,97.28571428571429
1149913517,1,175,110824,5.1647859739235145,967,6.874198495453294,110503,87.5,2.2068258760318495,0,0.9142857142857143,0,NaN,0.9971035154840107,0,0,110503,87.5
1149913519,1,949,4706,6.855408798609928,29157,10.28045030017158,1360,91.3157894736842,2.4183012913197452,0.7781512503836436,0.27502634351949423,0.005268703898840885,0.15219989533340944,0.28665533361665957,0.002337441563960901,11,1349,91.28823529411764
1149913549,1,117,6240,4.762173934797756,2233,7.711101251840158,6240,87.47008547008546,2.0644579892269186,0.47712125471966244,0.9829059829059829,0.017094017094017096,NaN,0.9943910256410257,0.005608974358974359,35,6205,87.42147435897436
1149913569,1,471,12721,6.154858094016418,4611,8.436200032206706,29,95,0.47712125471966244,0,0.004246284501061571,0,NaN,0.0022796949925320336,0,0,29,98.96551724137932
1149913575,1,39,992,3.6635616461296463,1504,7.315883504509785,956,91.953125,1.5185139398778875,0,0.8205128205128205,0,-0.408785353573776,0.9637096774193549,0,0,956,90.15167364016736
1149913577,1,289,9300,5.666426688112432,3150,8.055157731819678,5123,93.27459016393442,2.0863598306747484,0.3010299956639812,0.4186851211072664,0.0034602076124567475,-0.313930582658118,0.5445161290322581,0.006344086021505376,59,5064,92.2619558852235
1149913583,1,38,677,3.6375861597263857,1825,7.509335266016592,237,92.08333333333333,0.8450980400142568,0,0.15789473684210525,0,2.55838067595341,0.3500738552437223,0,0,237,97.26793248945148
1149913585,1,373,14928,5.921578419643816,47663,10.77191069453828,3128,100,2.315970345456918,0,0.5522788203753352,0,NaN,0.2095391211146838,0,0,3128,100
1149913591,1,200,1697,5.298317366548036,8502,9.048056708918736,1194,86.84671532846716,2.093421685162235,1.1760912590556813,0.615,0.07,-0.958784136487599,0.6806128461991751,0.022981732469063054,39,1155,88.90117252931323
1149913629,0,0,0,-Inf,6,1.791759469228055,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,0,0,NaN
1149913635,1,508,19763,6.230481447578482,2624,7.8724551500639794,10,93.75,0.9542425094393249,0,0.015748031496062992,0,-0.853698288776755,5.059960532307848e-4,0,0,10,95
1149913657,0,0,0,-Inf,327,5.7899601708972535,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,0,0,NaN
1149913703,1,7823,41892,8.96482339168508,79456,11.282958688307893,41389,89.43364959708865,3.8862086241674976,0,0.9835101623418127,0,-0.6429483517603265,0.9879929342117827,0,0,41389,89.23593225253087
1149913715,0,0,0,-Inf,2,0.6931471805599453,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,0,0,NaN
1149913731,1,6,701,1.791759469228055,4904,8.497806477616047,627,91.5,0.7781512503836436,0,0.8333333333333334,0,NaN,0.8944365192582026,0,0,627,91.83811802232854
1149913737,1,116,5153,4.7535901911063645,1832,7.513163545234075,5153,91.65948275862068,2.0681858617461617,0,1,0,NaN,1,0,0,5153,92.015330875218325
1149913749,1,3901,200315,8.268988209506656,9952,9.20552881497896,1372,95.1063829787234,1.6812412373755872,0,0.012048192771084338,0,-0.17152198439021168,0.006849212490327734,0,0,1372,93.70080174927114
1149913763,1,402,25964,5.996452088619021,3039,8.019283792916793,25060,88.12860892388451,2.582063362911709,0,0.9477611940298507,0,-0.7605808281576627,0.9651825604683408,0,0,25060,87.58387869114127
1149913765,1,52,2859,3.9512437185814275,461,6.133398042996649,119,81.5,0.47712125471966244,0.3010299956639812,0.038461538461538464,0.019230769230769232,-0.408785353573776,0.017838405036726127,0.02378454004896817,68,51,68.28571428571429
1149913775,1,1,45,0,654,6.483107351457199,0,NaN,0,0,0,0,NaN,0,0,0,0,NaN
1149913777,1,800,21532,6.684611727667927,56696,10.945458940490091,5018,88.11576354679804,2.3096301674258988,0,0.25375,0,-0.44062996883497096,0.23304848597436373,0,0,5018,89.05530091669988
1149913781,1,18,74,2.8903717578961645,616,6.423246963533519,74,89.58333333333333,1.2787536009528289,0,1,0,0.440085650624732,1,0,0,74,89.52702702702703
1149913783,1,162,3707,5.087596335232384,426,6.054439346269371,1672,87.58333333333333,1.4913616938342726,0,0.18518518518518517,0,-0.273270297198875,0.45103857566765576,0,0,1672,87.502990430622
1149913805,1,874,29332,6.773080375655535,2499,7.823645930834952,4282,97.11267605633803,1.8573324964312685,0,0.08123569794050343,0,-0.03368973171497825,0.1459839083594709,0,0,4282,97.44278374591312
1149913819,1,9,627,2.1972245773362196,266,5.583496308781699,60,100,0.3010299956639812,0,0.1111111111111111,0,0.0657028214720235,0.09569377990430622,0,0,60,100
1149913837,1,114,2346,4.736198448394496,1455,7.282761179605593,2287,92.91284403669725,2.041392685158225,0,0.956140350877193,0,-0.6318474452077242,0.974850809889173,0,0,2287,93.36139046786182
1149913839,1,20,1189,2.995732273553991,1526,7.330405211844402,1189,95,1.3222192947339193,0,1,0,NaN,1,0,0,1189,95
1149913841,1,74,6360,4.30406509320417,4664,8.447628728030327,5327,84.28333333333333,1.7781512503836436,0.3010299956639812,0.7972972972972973,0.013513513513513514,0.440085650624732,0.8360062893081761,0.0015723270440251573,10,5317,84.53998498216632
1149913855,1,15,533,2.70805020110221,1132,7.0317412587631285,266,81.83333333333333,1.1139433523068367,0,0.8,0,0.8906254097747122,0.49906191369606,0,0,266,85.67105263157895
1149913861,1,29,1537,3.367295829986474,1676,7.424165281042028,1430,91.07142857142857,1.462397997898956,0,0.9655172413793104,0,-0.5825883211869426,0.9303838646714379,0,0,1430,91.51573426573427
1149913865,1,54,248,3.9889840465642745,1094,6.9975959829819265,247,90,1.7323937598229686,0,0.9814814814814815,0,NaN,0.9959677419354839,0,0,247,90
1149913891,0,0,0,-Inf,161,5.081404364984463,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,0,0,NaN
1149913897,1,608,30034,6.410174881966167,3801,8.24301946898925,1735,90.625,1.462397997898956,0,0.046052631578947366,0,0.014555747046341952,0.0577678630884997,0,0,1735,92.07925072046109
1149913909,1,228,5596,5.429345628954441,11909,9.385049695767997,1040,68.39655172413794,1.4913616938342726,1.462397997898956,0.13157894736842105,0.12280701754385964,0.5726437881562486,0.07791279485346676,0.10793423874195854,604,436,64.45913461538461
1149913935,1,398,11113,5.986452005284438,3259,8.089175678837561,0,NaN,0,0,0,0,NaN,0,0,0,0,NaN
1149913937,1,54,350,3.9889840465642745,1228,7.113142108707088,348,88.58490566037736,1.7323937598229686,0,0.9814814814814815,0,1.34051385804251,0.9942857142857143,0,0,348,88.17528735632185
1149913979,1,30,201,3.4011973816621555,6633,8.799812469525556,86,57.5,0.9542425094393249,0.8450980400142568,0.26666666666666666,0.2,NaN,0.17412935323383086,0.2537313432835821,51,35,43.98255813953488
1149913999,1,1,5,0,1293,7.164720378771857,0,NaN,0,0,0,0,NaN,0,0,0,0,NaN
1149914039,1,264,10096,5.575949103146316,2618,7.870165946469845,8365,89.70443349753694,2.3096301674258988,0,0.7689393939393939,0,-1.55047066993225,0.8285459587955626,0,0,8365,90.30304841601912
1149914049,1,1,75,0,113,4.727387818712341,0,NaN,0,0,0,0,NaN,0,0,0,0,NaN
1149914067,1,939,249985,6.844815479208263,3887,8.265392930852224,2863,88.64197530864197,1.9138138523837167,0,0.08626198083067092,0,0.07503038907421355,0.011452687161229673,0,0,2863,90.06199790429619
1150928257,1,185,7439,5.220355825078324,825,6.715383386334681,7408,90.16304347826087,2.2671717284030137,0,0.9945945945945946,0,0.33693059664632,0.9958327732222073,0,0,7408,90.5149838012959
1150928263,1,12,542,2.4849066497880004,578,6.359573868672378,225,95.35714285714286,0.9030899869919435,0,0.5833333333333334,0,-0.2731360247646147,0.4151291512915129,0,0,225,96.93333333333334
1150928265,1,52,18761,3.9512437185814275,1619,7.389563953677635,13904,85.70212765957447,1.6334684555795864,0.7781512503836436,0.8076923076923077,0.09615384615384616,-0.9120915891961386,0.6724055220937051,0.068706358936090825,1289,12615,90.62863204833141
1150928269,1,88,4027,4.477336814478207,1270,7.146772179452637,3842,94.36144578313252,1.919078092376074,0.3010299956639812,0.9318181818181818,0.011363636363636364,-0.2383631769094489,0.9515768562205116,0.0024832381425378696,10,3832,93.6054138469547
1150928277,1,638,22779,6.45833828334479,5179,8.552367266423891,22580,88.76634768740031,2.775974331129369,1.505149978319906,0.9341692789968652,0.048589341692789965,-0.19837964706638267,0.9590412221783221,0.03222266122305632,734,21846,88.86031886625332
1150928279,1,111,7508,4.709530201312334,2893,7.970049304976135,6522,77.57894736842105,1.9637878273455553,0.6989700043360189,0.8198198198198198,0.036036036036036036,1.400740443767256,0.8517581246670218,0.016915290356952585,127,6395,75.90854032505366
1150928283,1,29,1807,3.367295829986474,1141,7.039660349862076,1214,92.23809523809524,1.3424226808222062,0,0.7241379310344828,0,-0.5672809068573705,0.6718317653569452,0,0,1214,90.70140032948929
1150928287,1,66,2210,4.189654742026425,427,6.056784013228625,254,89.75,1.0413926851582251,0,0.15151515151515152,0,0.031974641227115,0.11493212669683257,0,0,254,89.24212598425197
1150928291,1,199,6623,5.293304824724492,1013,6.920671504248683,546,87.26666666666667,1.2041199826559248,0,0.07537688442211055,0,0.485440444295007,0.08243998188132266,0,0,546,80.15567765567765
1150928297,1,22,444,3.091042453358316,1122,7.022868086082641,437,82,1.2787536009528289,0.47712125471966244,0.8181818181818182,0.09090909090909091,0.50420567849764375,0.9752252252252253,0.009009009009009009,4,433,83.84439359267735
1150928299,1,68,2694,4.219507705176107,2386,7.777373602657861,1563,97.54651162790698,1.6434526764861874,0,0.6323529411764706,0,0.7227067051369643,0.5801781737193764,0,0,1563,97.39731285988483
1150928301,1,245,8384,5.501258210544727,3030,8.016317898503415,3286,70.3092105263158,1.7781512503836436,1.255272505103306,0.24081632653061225,0.06938775510204082,1.1561894155009278,0.2923425572519084,0.09959446564885496,835,2451,73.10407790626903
1150928303,1,243,111903,5.493061443340548,1148,7.045776576879511,110075,94.31410256410257,2.3710678622717363,0,0.9629629629629629,0,-0.437993406819455,0.9836644236526277,0,0,110075,95.68005905064729
1150928305,1,346,30879,5.846438775057725,5036,8.524367395164237,18445,89.64166666666667,2.369215857410143,0.9030899869919435,0.6734104046242775,0.02023121387283237,-0.6686895457912214,0.5962628323456071,0.0010686874574953851,33,18412,89.7449715370019
1150928315,1,31,333,3.4339872044851463,798,6.682108597449809,282,90,1.4313637641589874,0,0.8387096774193549,0,NaN,0.8468468468468469,0,0,282,90
1150928319,1,57,2359,4.04305126783455,1725,7.45298232946546,1282,75.84848484848484,1.3010299956639813,1.1760912590556813,0.3333333333333333,0.24561403508771928,1.951418421094375,0.407376006782535,0.1360746078846969,321,961,85.21801872074883
1150928325,1,110,4329,4.700480365792417,1434,7.2682230211595655,2884,89.02666666666667,1.8750612633917,0.3010299956639812,0.6727272727272727,0.00909090909090909,0.813340461566971,0.6592746592746592,0.00693000693000693,30,2854,89.41747572815534
1150928339,1,223,8796,5.407171771460119,1714,7.446585099157725,3595,90.92771084337349,1.9242792860618816,0,0.3721973094170404,0,0.7059721237152077,0.40870850386539337,0,0,3595,91.97774687065369
1150928341,0,0,0,-Inf,26,3.258096538021482,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,0,0,NaN
1150928343,1,2217,65993,7.7039102096163115,4995,8.516192691082654,55110,83.83065902578797,3.1934029030624176,2.2695129442179165,0.7036535859269283,0.08344609833107804,1.038159403737607,0.7198945342687861,0.11519403573106239,7602,47508,82.39911994193432
1150928345,1,394,13698,5.976350909297934,3997,8.293299358711323,7048,90.39781021897811,2.1271047983648077,0.6989700043360189,0.33756345177664976,0.01015228426395939,1.0618697911510022,0.4952547817199591,0.019272886552781428,264,6784,89.95346197502838
1150928347,1,17,906,2.833213344056216,718,6.576469569048224,906,91,1.255272505103306,0,1,0,-0.720045061591397,1,0,0,906,90.51545253863135
1150928359,1,4,121,1.3862943611198906,567,6.340359303727752,121,69.25,0.6020599913279624,0.3010299956639812,0.75,0.25,2.13521197606531,0.859504132231405,0.14049586776859505,17,104,62.53305785123967
1150928363,1,1364,18357,7.218176838403408,21190,9.961284651262345,3161,88.14451476793249,2.6766936096248664,0,0.34750733137829914,0,-0.7982108393604416,0.1721958925750395,0,0,3161,88.31350838342297
1150928367,1,50,7381,3.912023005428146,814,6.70196036600254,7245,91.53191489361703,1.6812412373755872,0,0.94,0,-0.39497273287071233,0.9815743124237908,0,0,7245,90.10986887508626
1150928369,1,48,599,3.871201010907891,970,6.877296071497429,372,88.28947368421052,1.591064607026499,0,0.7916666666666666,0,1.4833571315684166,0.6210350584307178,0,0,372,84.54435483870968
1150928371,1,425,12132,6.052089168924417,3763,8.232971790593437,12103,88.29481132075472,2.6138418218760693,1.1760912590556813,0.9647058823529412,0.03294117647058824,1.54039575161562,0.9340586877678866,0.0635509396636993,771,11332,86.71705362306867
1150928379,1,14,290,2.6390573296152584,674,6.513230110912307,57,93.75,0.6989700043360189,0,0.2857142857142857,0,-0.273270297198875,0.19655172413793104,0,0,57,97.67543859649123
1150928397,1,172,2727,5.147494476813453,7433,8.913684824725294,1976,88.3527397260274,2.167317334748176,0,0.8488372093023255,0,-0.22608591814340048,0.7246057939127246,0,0,1976,89.79605263157895
1150928401,1,278,20916,5.627621113690637,4525,8.417372856134026,7760,90.25510204081633,2.3909351071033793,0,0.8812949640287769,0,-0.5457596563709972,0.37100784088735894,0,0,7760,91.06572164948453
1150928403,1,1,1,0,350,5.857933154483459,1,90,0.3010299956639812,0,1,0,NaN,1,0,0,1,90
1150928413,1,310,128634,5.736572297479192,1571,7.359467638255621,128565,64.92207792207792,2.0086001717619175,2.3180633349627615,0.3258064516129032,0.667741935483871,-0.8221886627704699,0.40919197101854876,0.5902716233655176,75929,52636,68.8258429588146
1150928415,1,306,13205,5.723585101952381,2076,7.638198244285779,5680,87.78761061946902,2.0569048513364727,0,0.369281045751634,0,0.6355336786786082,0.43014009844755774,0,0,5680,87.80149647887323
1150928419,1,4,179,1.3862943611198906,847,6.741700694652055,150,95.83333333333333,0.6020599913279624,0,0.75,0,-0.447949454229901,0.8379888268156425,0,0,150,93.66666666666667
1150928421,1,255,7712,5.541263545158426,7592,8.934850340289763,3754,89.1891891891892,2.041392685158225,0.47712125471966244,0.42745098039215684,0.00784313725490196,0.07917072015593704,0.46395228215767637,0.022821576763485476,176,3578,88.25972296217368
1150928431,1,757,80465,6.6293632534374485,3063,8.027150106832774,40960,86.22716049382716,2.5171958979499744,1.8920946026904804,0.4332892998678996,0.10171730515191546,-0.6608264133969926,0.32809295967190705,0.1809482383645063,14560,26400,78.97730712890625
1150928433,1,77,5534,4.343805421853684,5607,8.631771096123673,2524,85.31617647058823,1.8129133566428555,0.6989700043360189,0.8311688311688312,0.05194805194805195,0.7011235769110323,0.4425370437296711,0.013552584026020961,75,2449,85.36093502377179
1150928437,1,23,1649,3.1354942159291497,804,6.6895992691789665,1350,91.61764705882354,1.255272505103306,0,0.7391304347826086,0,-0.48986949507408883,0.8186779866585809,0,0,1350,86.1574074074074
1150928439,1,155,8399,5.043425116919247,3308,8.104099056143582,6790,91.168,2.093421685162235,0.47712125471966244,0.7935483870967742,0.012903225806451613,-0.31915216908517935,0.7967615192284796,0.011668055720919158,98,6692,92.5859351988218
1150928453,1,189,1026,5.241747015059643,1670,7.4205789054108005,1023,92.06989247311827,2.271841606536499,0,0.9841269841269841,0,-0.3015175811586344,0.9970760233918129,0,0,1023,93.15738025415445
1150928455,1,971,172336,6.878326468291325,2615,7.869019376499023,165579,86.3448093220339,2.975431808509263,0,0.972193614830072,0,-0.3948326821141057,0.9607917092191997,0,0,165579,82.28827931078216
1150928457,1,904,34498,6.806829360392176,8718,9.073145132798338,28000,88.9659090909091,2.873320601815399,0.47712125471966244,0.8252212389380531,0.0022123893805309734,-0.3083465852223784,0.8090903820511334,0.002550872514348658,88,27912,89.31525
1150928461,1,128,12581,4.852030263919617,2684,7.895063498091573,9678,85.3099173553719,2.0863598306747484,0,0.9453125,0,-0.506989575417305,0.7692552261346475,0,0,9678,85.53781773093614
1150928463,1,264,3073,5.575949103146316,2785,7.932003152361385,321,91.5340909090909,1.6434526764861874,0.3010299956639812,0.16287878787878787,0.003787878787878788,-0.4776753515151285,0.10348193947282786,9.762447120078099e-4,3,318,93.53582554517133
1150928465,1,774,59172,6.651571873589727,3286,8.097426298597213,56681,96.9122691292876,2.8790958795000727,0.47712125471966244,0.9767441860465116,0.002583979328165375,-0.22992034279697643,0.9508889339552491,0.007013452308524302,415,56266,95.53078633051639
1150928473,1,171,7987,5.14166355650266,764,6.638567789166521,7754,88.6377245508982,2.225309281725863,0,0.9766081871345029,0,-0.8395377547638725,0.9708275948416176,0,0,7754,88.79997420686098
