caseid,Google_Search_Referals,Facebook_Time,Twitter_Time,NG_Site_visits
1151618711,NA,NA,NA,25
1151618715,NA,NA,NA,9
1151618721,56,17.333333333333332,NA,1033
1151618723,1,36.9,4.8,695
1151618735,NA,4.05,NA,72
1151618769,NA,NA,NA,7
1151618777,14,34.38333333333333,NA,1164
1151618781,NA,NA,NA,904
1151618787,NA,NA,NA,57
1151618791,1,4.733333333333333,NA,179
1151618797,NA,38.55,0.2833333333333333,450
1151618801,NA,NA,NA,121
1151618815,NA,60.46666666666667,NA,91
1151618847,NA,NA,NA,41
1151618855,NA,7.516666666666667,NA,478
1151618867,NA,18.566666666666666,NA,521
1151618869,NA,7.85,0.016666666666666666,661
1151618889,NA,NA,NA,7
1151618895,NA,5.566666666666666,0.08333333333333333,974
1151618897,NA,NA,NA,8
1151618909,NA,0.3,NA,26
1151618941,1,1.9833333333333334,NA,127
1151618947,NA,5.1,NA,65
1151618975,NA,80.3,NA,742
1151618999,NA,1.35,92.11666666666666,4387
1151619001,NA,0.1,NA,132
1151619011,NA,NA,0.38333333333333336,597
1151619027,8,7.683333333333334,0.9,1169
1151619029,NA,0.7,NA,12
1151619031,NA,1.9,NA,5
1151619039,NA,NA,NA,73
1151619045,1,1.3666666666666667,NA,68
1151619057,NA,NA,NA,14
1151619069,NA,5.416666666666667,NA,142
1151619071,NA,7.95,NA,369
1151619089,NA,NA,NA,39
1151697175,NA,NA,NA,23
1151697841,NA,NA,NA,31
1151713529,NA,1.75,6.783333333333333,910
1151714261,NA,NA,NA,392
1151714673,NA,NA,NA,9
1151714809,NA,10.083333333333334,0.6,809
1151730259,NA,0.95,NA,367
1151730417,NA,22.983333333333334,NA,614
1151730721,NA,0.55,0.11666666666666667,529
1151731327,NA,50.233333333333334,4.366666666666666,684
1151731553,NA,NA,NA,54
1151731589,NA,1.1333333333333333,NA,181
1151731929,NA,NA,NA,18
1151732257,NA,13.9,NA,50
1151733351,NA,355.18333333333334,1.5,251
1151733629,NA,0.016666666666666666,NA,51
1151738077,NA,NA,4.216666666666667,298
1151746413,NA,NA,NA,208
1151746437,NA,3.1666666666666665,NA,93
1151746529,NA,NA,NA,20
1151746769,NA,411.9166666666667,NA,156
1151746813,NA,0.6166666666666667,NA,73
1151747059,NA,1.2166666666666666,9.416666666666666,95
1151747247,NA,5.166666666666667,NA,43
1151747749,NA,51.96666666666667,16.65,585
1151748995,NA,NA,4.1,64
1151749007,NA,39.4,136.41666666666666,1045
1151762075,NA,1.5666666666666667,NA,179
1151762103,NA,0.31666666666666665,1.8,314
1151762147,NA,NA,4.033333333333333,438
1151762373,NA,3.35,2.7333333333333334,162
1151762695,NA,0.7,NA,117
1151763263,34,7.65,NA,1268
1151763403,NA,0.36666666666666664,NA,40
1151763853,2,2.783333333333333,NA,262
1151763873,NA,NA,NA,12
1151764259,NA,18.583333333333332,0.16666666666666666,565
1151764405,NA,3.2333333333333334,NA,62
1151765071,NA,11.2,NA,139
1151765101,NA,0.11666666666666667,NA,61
1151776013,NA,3.05,4.083333333333333,242
1151776271,NA,129.75,14.966666666666667,1257
1151776845,NA,0.11666666666666667,NA,229
1151776905,3,17.966666666666665,0.11666666666666667,1372
1151776925,NA,12.8,5.066666666666666,256
1151777523,NA,9.266666666666667,1.75,683
1151777915,NA,NA,NA,156
1151778075,NA,NA,NA,103
1151794877,54,292.28333333333336,NA,2472
1151795163,NA,NA,NA,3
1151795175,NA,NA,NA,57
1151795765,NA,NA,NA,4
1151795785,NA,8.633333333333333,NA,313
1151795919,NA,9.433333333333334,NA,375
1151811723,NA,NA,NA,4
1151812375,NA,96.9,NA,273
1151812643,NA,NA,NA,51
1151812779,NA,0.13333333333333333,NA,12
1151812785,NA,1.8166666666666667,2.6166666666666667,15290
1151812829,NA,303.75,218.18333333333334,911
1151812835,NA,8.683333333333334,689.6333333333333,1402
1151813011,NA,4.583333333333333,NA,102
1151813151,NA,NA,NA,206
1151813407,NA,301.81666666666666,NA,1040
1151829881,NA,0.13333333333333333,NA,10
1151830473,NA,160.55,29.5,2928
1151830563,NA,NA,NA,20
1151838531,NA,0.8166666666666667,NA,39
1151838917,NA,NA,NA,2
1151846057,NA,NA,NA,4
1151846951,NA,6.016666666666667,NA,34
1151847885,NA,0.31666666666666665,NA,82
1151863065,NA,NA,NA,81
1151878331,NA,74.05,NA,33
1151879783,NA,0.15,NA,7780
1151885923,NA,0.03333333333333333,NA,25
1151886525,NA,NA,NA,495
1151901897,NA,NA,NA,105
1151908845,NA,0.2833333333333333,NA,151
1151909115,NA,5.3,NA,909
1151910107,NA,NA,NA,2
1151910349,NA,4.95,NA,57
1151923421,NA,0.06666666666666667,NA,16
1151923651,NA,41.266666666666666,4.883333333333334,951
1151930615,NA,NA,NA,19
1151938415,13,36.06666666666667,NA,1109
1151938641,NA,12.4,NA,262
1151938903,NA,0.9,NA,64
1151944157,NA,NA,NA,6
1151951965,NA,7.25,NA,161
1151952291,NA,0.31666666666666665,0.06666666666666667,207
1151952377,NA,0.43333333333333335,NA,98
1151952381,NA,32.266666666666666,NA,291
1151966411,NA,1.1666666666666667,NA,92
1151966681,NA,12.95,NA,238
1151966963,NA,0.85,NA,34
1151973861,NA,244.56666666666666,NA,280
1151996063,41,486.35,0.4,784
1151996205,NA,4.1,NA,48
1151996507,NA,13.816666666666666,NA,805
1151996571,NA,5.883333333333334,NA,612
1151996575,NA,16.75,NA,9
1152017871,NA,1.5,NA,121
1152021645,NA,NA,NA,8
1152021715,NA,NA,NA,55
1152028361,NA,NA,NA,16
1152028367,1,0.45,NA,145
1152034743,38,34,NA,5174
1152061843,NA,43.483333333333334,20.7,795
1152062045,11,41.583333333333336,0.16666666666666666,756
1152080103,16,35.93333333333333,NA,827
1152098669,NA,0.1,NA,48
1152099111,NA,7.583333333333333,NA,66
1152099139,NA,NA,NA,6
1152099277,NA,1.4833333333333334,NA,117
1152117993,NA,7.816666666666666,13.133333333333333,195
1152118107,NA,NA,NA,721
1152118331,NA,0.9166666666666666,NA,242
1152124995,14,30.3,NA,672
1152136221,NA,NA,NA,1
1152136431,NA,5.933333333333334,0.05,550
1152136741,NA,NA,NA,11793
1152142163,NA,NA,NA,280
1152181317,NA,4.916666666666667,0.15,36
1152181961,NA,7.933333333333334,NA,186
1152195087,NA,NA,NA,14
1152207937,NA,68.33333333333333,35.233333333333334,2128
1152208083,NA,NA,NA,46
1152221355,NA,NA,NA,102
1152259755,NA,43.36666666666667,NA,1271
1152272179,1,0.31666666666666665,NA,143
1152284449,NA,3.566666666666667,7.766666666666667,164
1152284661,NA,NA,NA,455
1152366721,NA,NA,NA,5
1152906121,NA,1.1,NA,138
1153676387,NA,8.766666666666667,NA,406
